id_seq,sentenced,choice_str
109_48_R,No brewers are judges and No judges are porters,"['All brewers are porters', 'All porters are brewers', 'Some brewers are porters', 'Some porters are brewers', 'Some brewers are not porters', 'Some porters are not brewers', 'No brewers are porters', 'No porters are brewers', 'NVC']"
109_49_R,Some cyclists are buyers and No cyclists are students,"['All buyers are students', 'All students are buyers', 'Some buyers are students', 'Some students are buyers', 'Some buyers are not students', 'Some students are not buyers', 'No buyers are students', 'No students are buyers', 'NVC']"
109_50_R,Some therapists are not skaters and Some therapists are not climbers,"['All skaters are climbers', 'All climbers are skaters', 'Some skaters are climbers', 'Some climbers are skaters', 'Some skaters are not climbers', 'Some climbers are not skaters', 'No skaters are climbers', 'No climbers are skaters', 'NVC']"
109_51_R,Some florists are editors and Some editors are soldiers,"['All florists are soldiers', 'All soldiers are florists', 'Some florists are soldiers', 'Some soldiers are florists', 'Some florists are not soldiers', 'Some soldiers are not florists', 'No florists are soldiers', 'No soldiers are florists', 'NVC']"
109_52_R,Some farmers are scholars and Some farmers are assistants,"['All scholars are assistants', 'All assistants are scholars', 'Some scholars are assistants', 'Some assistants are scholars', 'Some scholars are not assistants', 'Some assistants are not scholars', 'No scholars are assistants', 'No assistants are scholars', 'NVC']"
109_53_R,Some waiters are cashiers and Some poets are waiters,"['All cashiers are poets', 'All poets are cashiers', 'Some cashiers are poets', 'Some poets are cashiers', 'Some cashiers are not poets', 'Some poets are not cashiers', 'No cashiers are poets', 'No poets are cashiers', 'NVC']"
109_54_R,Some plumbers are not lifeguards and No lifeguards are dentists,"['All plumbers are dentists', 'All dentists are plumbers', 'Some plumbers are dentists', 'Some dentists are plumbers', 'Some plumbers are not dentists', 'Some dentists are not plumbers', 'No plumbers are dentists', 'No dentists are plumbers', 'NVC']"
109_57_R,All sailors are chemists and Some potters are chemists,"['All sailors are potters', 'All potters are sailors', 'Some sailors are potters', 'Some potters are sailors', 'Some sailors are not potters', 'Some potters are not sailors', 'No sailors are potters', 'No potters are sailors', 'NVC']"
109_58_R,All workers are actors and No actors are painters,"['All workers are painters', 'All painters are workers', 'Some workers are painters', 'Some painters are workers', 'Some workers are not painters', 'Some painters are not workers', 'No workers are painters', 'No painters are workers', 'NVC']"
109_61_R,No auditors are painters and All auditors are cleaners,"['All painters are cleaners', 'All cleaners are painters', 'Some painters are cleaners', 'Some cleaners are painters', 'Some painters are not cleaners', 'Some cleaners are not painters', 'No painters are cleaners', 'No cleaners are painters', 'NVC']"
109_62_R,Some campers are engineers and Some campers are not fencers,"['All engineers are fencers', 'All fencers are engineers', 'Some engineers are fencers', 'Some fencers are engineers', 'Some engineers are not fencers', 'Some fencers are not engineers', 'No engineers are fencers', 'No fencers are engineers', 'NVC']"
109_63_R,No gamblers are sculptors and No bakers are gamblers,"['All sculptors are bakers', 'All bakers are sculptors', 'Some sculptors are bakers', 'Some bakers are sculptors', 'Some sculptors are not bakers', 'Some bakers are not sculptors', 'No sculptors are bakers', 'No bakers are sculptors', 'NVC']"
110_1_R,All cyclists are buyers and All buyers are students,"['All cyclists are students', 'All students are cyclists', 'Some cyclists are students', 'Some students are cyclists', 'Some cyclists are not students', 'Some students are not cyclists', 'No cyclists are students', 'No students are cyclists', 'NVC']"
110_2_R,All editors are florists and Some soldiers are editors,"['All florists are soldiers', 'All soldiers are florists', 'Some florists are soldiers', 'Some soldiers are florists', 'Some florists are not soldiers', 'Some soldiers are not florists', 'No florists are soldiers', 'No soldiers are florists', 'NVC']"
110_3_R,Some lawyers are athletes and All lawyers are hunters,"['All athletes are hunters', 'All hunters are athletes', 'Some athletes are hunters', 'Some hunters are athletes', 'Some athletes are not hunters', 'Some hunters are not athletes', 'No athletes are hunters', 'No hunters are athletes', 'NVC']"
110_4_R,Some dentists are not plumbers and No plumbers are lifeguards,"['All dentists are lifeguards', 'All lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are not lifeguards', 'Some lifeguards are not dentists', 'No dentists are lifeguards', 'No lifeguards are dentists', 'NVC']"
110_6_R,No bakers are sculptors and Some bakers are not gamblers,"['All sculptors are gamblers', 'All gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are not gamblers', 'Some gamblers are not sculptors', 'No sculptors are gamblers', 'No gamblers are sculptors', 'NVC']"
110_7_R,All trainers are designers and Some designers are not architects,"['All trainers are architects', 'All architects are trainers', 'Some trainers are architects', 'Some architects are trainers', 'Some trainers are not architects', 'Some architects are not trainers', 'No trainers are architects', 'No architects are trainers', 'NVC']"
110_8_R,All packers are tutors and No butchers are tutors,"['All packers are butchers', 'All butchers are packers', 'Some packers are butchers', 'Some butchers are packers', 'Some packers are not butchers', 'Some butchers are not packers', 'No packers are butchers', 'No butchers are packers', 'NVC']"
110_9_R,Some novelists are not travelers and Some novelists are analysts,"['All travelers are analysts', 'All analysts are travelers', 'Some travelers are analysts', 'Some analysts are travelers', 'Some travelers are not analysts', 'Some analysts are not travelers', 'No travelers are analysts', 'No analysts are travelers', 'NVC']"
110_10_R,No cleaners are auditors and All painters are cleaners,"['All auditors are painters', 'All painters are auditors', 'Some auditors are painters', 'Some painters are auditors', 'Some auditors are not painters', 'Some painters are not auditors', 'No auditors are painters', 'No painters are auditors', 'NVC']"
110_11_R,Some pilots are not tailors and All pilots are singers,"['All tailors are singers', 'All singers are tailors', 'Some tailors are singers', 'Some singers are tailors', 'Some tailors are not singers', 'Some singers are not tailors', 'No tailors are singers', 'No singers are tailors', 'NVC']"
110_13_R,Some mayors are not cooks and Some cooks are not swimmers,"['All mayors are swimmers', 'All swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are not swimmers', 'Some swimmers are not mayors', 'No mayors are swimmers', 'No swimmers are mayors', 'NVC']"
110_14_R,No miners are poets and No miners are skaters,"['All poets are skaters', 'All skaters are poets', 'Some poets are skaters', 'Some skaters are poets', 'Some poets are not skaters', 'Some skaters are not poets', 'No poets are skaters', 'No skaters are poets', 'NVC']"
110_16_R,Some secretaries are not brokers and Some secretaries are not agents,"['All brokers are agents', 'All agents are brokers', 'Some brokers are agents', 'Some agents are brokers', 'Some brokers are not agents', 'Some agents are not brokers', 'No brokers are agents', 'No agents are brokers', 'NVC']"
110_18_R,Some chemists are sailors and Some potters are chemists,"['All sailors are potters', 'All potters are sailors', 'Some sailors are potters', 'Some potters are sailors', 'Some sailors are not potters', 'Some potters are not sailors', 'No sailors are potters', 'No potters are sailors', 'NVC']"
110_19_R,Some linguists are not divers and Some carpenters are not linguists,"['All divers are carpenters', 'All carpenters are divers', 'Some divers are carpenters', 'Some carpenters are divers', 'Some divers are not carpenters', 'Some carpenters are not divers', 'No divers are carpenters', 'No carpenters are divers', 'NVC']"
110_20_R,Some doctors are tellers and Some climbers are not tellers,"['All doctors are climbers', 'All climbers are doctors', 'Some doctors are climbers', 'Some climbers are doctors', 'Some doctors are not climbers', 'Some climbers are not doctors', 'No doctors are climbers', 'No climbers are doctors', 'NVC']"
110_21_R,Some porters are not brewers and Some brewers are judges,"['All porters are judges', 'All judges are porters', 'Some porters are judges', 'Some judges are porters', 'Some porters are not judges', 'Some judges are not porters', 'No porters are judges', 'No judges are porters', 'NVC']"
110_22_R,Some waiters are not poets and All cashiers are poets,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']"
110_24_R,Some hikers are writers and No drivers are writers,"['All hikers are drivers', 'All drivers are hikers', 'Some hikers are drivers', 'Some drivers are hikers', 'Some hikers are not drivers', 'Some drivers are not hikers', 'No hikers are drivers', 'No drivers are hikers', 'NVC']"
110_25_R,All chefs are scientists and Some scientists are runners,"['All chefs are runners', 'All runners are chefs', 'Some chefs are runners', 'Some runners are chefs', 'Some chefs are not runners', 'Some runners are not chefs', 'No chefs are runners', 'No runners are chefs', 'NVC']"
110_26_R,Some teachers are bankers and All golfers are bankers,"['All teachers are golfers', 'All golfers are teachers', 'Some teachers are golfers', 'Some golfers are teachers', 'Some teachers are not golfers', 'Some golfers are not teachers', 'No teachers are golfers', 'No golfers are teachers', 'NVC']"
110_27_R,Some skaters are not climbers and Some therapists are climbers,"['All skaters are therapists', 'All therapists are skaters', 'Some skaters are therapists', 'Some therapists are skaters', 'Some skaters are not therapists', 'Some therapists are not skaters', 'No skaters are therapists', 'No therapists are skaters', 'NVC']"
110_28_R,Some actuaries are opticians and Some boxers are opticians,"['All actuaries are boxers', 'All boxers are actuaries', 'Some actuaries are boxers', 'Some boxers are actuaries', 'Some actuaries are not boxers', 'Some boxers are not actuaries', 'No actuaries are boxers', 'No boxers are actuaries', 'NVC']"
110_30_R,No actors are workers and Some painters are actors,"['All workers are painters', 'All painters are workers', 'Some workers are painters', 'Some painters are workers', 'Some workers are not painters', 'Some painters are not workers', 'No workers are painters', 'No painters are workers', 'NVC']"
110_31_R,All barbers are jugglers and Some investors are not jugglers,"['All barbers are investors', 'All investors are barbers', 'Some barbers are investors', 'Some investors are barbers', 'Some barbers are not investors', 'Some investors are not barbers', 'No barbers are investors', 'No investors are barbers', 'NVC']"
110_32_R,All campers are engineers and No fencers are campers,"['All engineers are fencers', 'All fencers are engineers', 'Some engineers are fencers', 'Some fencers are engineers', 'Some engineers are not fencers', 'Some fencers are not engineers', 'No engineers are fencers', 'No fencers are engineers', 'NVC']"
110_39_R,Some assistants are farmers and All farmers are scholars,"['All assistants are scholars', 'All scholars are assistants', 'Some assistants are scholars', 'Some scholars are assistants', 'Some assistants are not scholars', 'Some scholars are not assistants', 'No assistants are scholars', 'No scholars are assistants', 'NVC']"
110_40_R,Some cooks are mayors and No cooks are swimmers,"['All mayors are swimmers', 'All swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are not swimmers', 'Some swimmers are not mayors', 'No mayors are swimmers', 'No swimmers are mayors', 'NVC']"
110_41_R,No tutors are butchers and No packers are butchers,"['All tutors are packers', 'All packers are tutors', 'Some tutors are packers', 'Some packers are tutors', 'Some tutors are not packers', 'Some packers are not tutors', 'No tutors are packers', 'No packers are tutors', 'NVC']"
110_42_R,Some barbers are investors and All jugglers are barbers,"['All investors are jugglers', 'All jugglers are investors', 'Some investors are jugglers', 'Some jugglers are investors', 'Some investors are not jugglers', 'Some jugglers are not investors', 'No investors are jugglers', 'No jugglers are investors', 'NVC']"
110_43_R,Some teachers are golfers and Some teachers are not bankers,"['All golfers are bankers', 'All bankers are golfers', 'Some golfers are bankers', 'Some bankers are golfers', 'Some golfers are not bankers', 'Some bankers are not golfers', 'No golfers are bankers', 'No bankers are golfers', 'NVC']"
110_44_R,No novelists are analysts and Some travelers are not novelists,"['All analysts are travelers', 'All travelers are analysts', 'Some analysts are travelers', 'Some travelers are analysts', 'Some analysts are not travelers', 'Some travelers are not analysts', 'No analysts are travelers', 'No travelers are analysts', 'NVC']"
110_45_R,All editors are soldiers and No soldiers are florists,"['All editors are florists', 'All florists are editors', 'Some editors are florists', 'Some florists are editors', 'Some editors are not florists', 'Some florists are not editors', 'No editors are florists', 'No florists are editors', 'NVC']"
110_46_R,Some waiters are not poets and No cashiers are poets,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']"
110_48_R,No carpenters are linguists and Some linguists are not divers,"['All carpenters are divers', 'All divers are carpenters', 'Some carpenters are divers', 'Some divers are carpenters', 'Some carpenters are not divers', 'Some divers are not carpenters', 'No carpenters are divers', 'No divers are carpenters', 'NVC']"
110_51_R,All skaters are poets and No skaters are miners,"['All poets are miners', 'All miners are poets', 'Some poets are miners', 'Some miners are poets', 'Some poets are not miners', 'Some miners are not poets', 'No poets are miners', 'No miners are poets', 'NVC']"
110_53_R,Some gamblers are not sculptors and No gamblers are bakers,"['All sculptors are bakers', 'All bakers are sculptors', 'Some sculptors are bakers', 'Some bakers are sculptors', 'Some sculptors are not bakers', 'Some bakers are not sculptors', 'No sculptors are bakers', 'No bakers are sculptors', 'NVC']"
110_54_R,All therapists are climbers and All therapists are skaters,"['All climbers are skaters', 'All skaters are climbers', 'Some climbers are skaters', 'Some skaters are climbers', 'Some climbers are not skaters', 'Some skaters are not climbers', 'No climbers are skaters', 'No skaters are climbers', 'NVC']"
110_55_R,Some painters are not cleaners and All cleaners are auditors,"['All painters are auditors', 'All auditors are painters', 'Some painters are auditors', 'Some auditors are painters', 'Some painters are not auditors', 'Some auditors are not painters', 'No painters are auditors', 'No auditors are painters', 'NVC']"
110_56_R,All secretaries are agents and Some brokers are agents,"['All secretaries are brokers', 'All brokers are secretaries', 'Some secretaries are brokers', 'Some brokers are secretaries', 'Some secretaries are not brokers', 'Some brokers are not secretaries', 'No secretaries are brokers', 'No brokers are secretaries', 'NVC']"
110_57_R,Some nurses are drillers and Some nurses are actors,"['All drillers are actors', 'All actors are drillers', 'Some drillers are actors', 'Some actors are drillers', 'Some drillers are not actors', 'Some actors are not drillers', 'No drillers are actors', 'No actors are drillers', 'NVC']"
110_60_R,No boxers are dancers and Some dancers are typists,"['All boxers are typists', 'All typists are boxers', 'Some boxers are typists', 'Some typists are boxers', 'Some boxers are not typists', 'Some typists are not boxers', 'No boxers are typists', 'No typists are boxers', 'NVC']"
110_63_R,No singers are tailors and Some pilots are not tailors,"['All singers are pilots', 'All pilots are singers', 'Some singers are pilots', 'Some pilots are singers', 'Some singers are not pilots', 'Some pilots are not singers', 'No singers are pilots', 'No pilots are singers', 'NVC']"
111_0_R,All golfers are bankers and Some teachers are golfers,"['All bankers are teachers', 'All teachers are bankers', 'Some bankers are teachers', 'Some teachers are bankers', 'Some bankers are not teachers', 'Some teachers are not bankers', 'No bankers are teachers', 'No teachers are bankers', 'NVC']"
111_4_R,Some doctors are climbers and Some tellers are doctors,"['All climbers are tellers', 'All tellers are climbers', 'Some climbers are tellers', 'Some tellers are climbers', 'Some climbers are not tellers', 'Some tellers are not climbers', 'No climbers are tellers', 'No tellers are climbers', 'NVC']"
111_5_R,Some swimmers are not mayors and All cooks are swimmers,"['All mayors are cooks', 'All cooks are mayors', 'Some mayors are cooks', 'Some cooks are mayors', 'Some mayors are not cooks', 'Some cooks are not mayors', 'No mayors are cooks', 'No cooks are mayors', 'NVC']"
111_6_R,Some soldiers are editors and All florists are soldiers,"['All editors are florists', 'All florists are editors', 'Some editors are florists', 'Some florists are editors', 'Some editors are not florists', 'Some florists are not editors', 'No editors are florists', 'No florists are editors', 'NVC']"
111_10_R,No porters are judges and Some porters are not brewers,"['All judges are brewers', 'All brewers are judges', 'Some judges are brewers', 'Some brewers are judges', 'Some judges are not brewers', 'Some brewers are not judges', 'No judges are brewers', 'No brewers are judges', 'NVC']"
111_11_R,No jugglers are barbers and Some investors are not barbers,"['All jugglers are investors', 'All investors are jugglers', 'Some jugglers are investors', 'Some investors are jugglers', 'Some jugglers are not investors', 'Some investors are not jugglers', 'No jugglers are investors', 'No investors are jugglers', 'NVC']"
111_12_R,No riders are counselors and No joggers are counselors,"['All riders are joggers', 'All joggers are riders', 'Some riders are joggers', 'Some joggers are riders', 'Some riders are not joggers', 'Some joggers are not riders', 'No riders are joggers', 'No joggers are riders', 'NVC']"
111_16_R,All singers are tailors and All singers are pilots,"['All tailors are pilots', 'All pilots are tailors', 'Some tailors are pilots', 'Some pilots are tailors', 'Some tailors are not pilots', 'Some pilots are not tailors', 'No tailors are pilots', 'No pilots are tailors', 'NVC']"
111_17_R,No plumbers are dentists and All lifeguards are plumbers,"['All dentists are lifeguards', 'All lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are not lifeguards', 'Some lifeguards are not dentists', 'No dentists are lifeguards', 'No lifeguards are dentists', 'NVC']"
111_18_R,Some campers are not fencers and Some campers are not engineers,"['All fencers are engineers', 'All engineers are fencers', 'Some fencers are engineers', 'Some engineers are fencers', 'Some fencers are not engineers', 'Some engineers are not fencers', 'No fencers are engineers', 'No engineers are fencers', 'NVC']"
111_19_R,Some managers are not clerks and Some clerks are not models,"['All managers are models', 'All models are managers', 'Some managers are models', 'Some models are managers', 'Some managers are not models', 'Some models are not managers', 'No managers are models', 'No models are managers', 'NVC']"
111_22_R,Some potters are sailors and No sailors are chemists,"['All potters are chemists', 'All chemists are potters', 'Some potters are chemists', 'Some chemists are potters', 'Some potters are not chemists', 'Some chemists are not potters', 'No potters are chemists', 'No chemists are potters', 'NVC']"
111_23_R,No skaters are miners and Some poets are miners,"['All skaters are poets', 'All poets are skaters', 'Some skaters are poets', 'Some poets are skaters', 'Some skaters are not poets', 'Some poets are not skaters', 'No skaters are poets', 'No poets are skaters', 'NVC']"
111_24_R,Some brokers are not secretaries and No secretaries are agents,"['All brokers are agents', 'All agents are brokers', 'Some brokers are agents', 'Some agents are brokers', 'Some brokers are not agents', 'Some agents are not brokers', 'No brokers are agents', 'No agents are brokers', 'NVC']"
111_26_R,All painters are auditors and All cleaners are painters,"['All auditors are cleaners', 'All cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are not cleaners', 'Some cleaners are not auditors', 'No auditors are cleaners', 'No cleaners are auditors', 'NVC']"
111_27_R,All novelists are analysts and No novelists are travelers,"['All analysts are travelers', 'All travelers are analysts', 'Some analysts are travelers', 'Some travelers are analysts', 'Some analysts are not travelers', 'Some travelers are not analysts', 'No analysts are travelers', 'No travelers are analysts', 'NVC']"
111_30_R,All scientists are chefs and No runners are scientists,"['All chefs are runners', 'All runners are chefs', 'Some chefs are runners', 'Some runners are chefs', 'Some chefs are not runners', 'Some runners are not chefs', 'No chefs are runners', 'No runners are chefs', 'NVC']"
111_31_R,Some poets are not cashiers and Some waiters are not poets,"['All cashiers are waiters', 'All waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are not waiters', 'Some waiters are not cashiers', 'No cashiers are waiters', 'No waiters are cashiers', 'NVC']"
111_34_R,Some designers are trainers and Some trainers are not architects,"['All designers are architects', 'All architects are designers', 'Some designers are architects', 'Some architects are designers', 'Some designers are not architects', 'Some architects are not designers', 'No designers are architects', 'No architects are designers', 'NVC']"
111_36_R,Some gamblers are sculptors and No gamblers are bakers,"['All sculptors are bakers', 'All bakers are sculptors', 'Some sculptors are bakers', 'Some bakers are sculptors', 'Some sculptors are not bakers', 'Some bakers are not sculptors', 'No sculptors are bakers', 'No bakers are sculptors', 'NVC']"
111_39_R,Some doctors are climbers and Some tellers are climbers,"['All doctors are tellers', 'All tellers are doctors', 'Some doctors are tellers', 'Some tellers are doctors', 'Some doctors are not tellers', 'Some tellers are not doctors', 'No doctors are tellers', 'No tellers are doctors', 'NVC']"
111_41_R,All farmers are assistants and Some farmers are scholars,"['All assistants are scholars', 'All scholars are assistants', 'Some assistants are scholars', 'Some scholars are assistants', 'Some assistants are not scholars', 'Some scholars are not assistants', 'No assistants are scholars', 'No scholars are assistants', 'NVC']"
111_44_R,Some editors are not soldiers and No florists are editors,"['All soldiers are florists', 'All florists are soldiers', 'Some soldiers are florists', 'Some florists are soldiers', 'Some soldiers are not florists', 'Some florists are not soldiers', 'No soldiers are florists', 'No florists are soldiers', 'NVC']"
111_47_R,No tutors are packers and All tutors are butchers,"['All packers are butchers', 'All butchers are packers', 'Some packers are butchers', 'Some butchers are packers', 'Some packers are not butchers', 'Some butchers are not packers', 'No packers are butchers', 'No butchers are packers', 'NVC']"
111_50_R,Some managers are clerks and All models are clerks,"['All managers are models', 'All models are managers', 'Some managers are models', 'Some models are managers', 'Some managers are not models', 'Some models are not managers', 'No managers are models', 'No models are managers', 'NVC']"
111_51_R,No judges are brewers and Some brewers are not porters,"['All judges are porters', 'All porters are judges', 'Some judges are porters', 'Some porters are judges', 'Some judges are not porters', 'Some porters are not judges', 'No judges are porters', 'No porters are judges', 'NVC']"
111_52_R,All chemists are sailors and Some chemists are not potters,"['All sailors are potters', 'All potters are sailors', 'Some sailors are potters', 'Some potters are sailors', 'Some sailors are not potters', 'Some potters are not sailors', 'No sailors are potters', 'No potters are sailors', 'NVC']"
111_53_R,All poets are skaters and No skaters are miners,"['All poets are miners', 'All miners are poets', 'Some poets are miners', 'Some miners are poets', 'Some poets are not miners', 'Some miners are not poets', 'No poets are miners', 'No miners are poets', 'NVC']"
111_55_R,Some mayors are not swimmers and Some cooks are mayors,"['All swimmers are cooks', 'All cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are not cooks', 'Some cooks are not swimmers', 'No swimmers are cooks', 'No cooks are swimmers', 'NVC']"
111_62_R,Some actors are not nurses and No actors are drillers,"['All nurses are drillers', 'All drillers are nurses', 'Some nurses are drillers', 'Some drillers are nurses', 'Some nurses are not drillers', 'Some drillers are not nurses', 'No nurses are drillers', 'No drillers are nurses', 'NVC']"
111_63_R,No runners are scientists and Some chefs are not runners,"['All scientists are chefs', 'All chefs are scientists', 'Some scientists are chefs', 'Some chefs are scientists', 'Some scientists are not chefs', 'Some chefs are not scientists', 'No scientists are chefs', 'No chefs are scientists', 'NVC']"
112_0_R,All pilots are tailors and All tailors are singers,"['All pilots are singers', 'All singers are pilots', 'Some pilots are singers', 'Some singers are pilots', 'Some pilots are not singers', 'Some singers are not pilots', 'No pilots are singers', 'No singers are pilots', 'NVC']"
112_1_R,Some auditors are cleaners and All auditors are painters,"['All cleaners are painters', 'All painters are cleaners', 'Some cleaners are painters', 'Some painters are cleaners', 'Some cleaners are not painters', 'Some painters are not cleaners', 'No cleaners are painters', 'No painters are cleaners', 'NVC']"
112_4_R,No scientists are chefs and All runners are scientists,"['All chefs are runners', 'All runners are chefs', 'Some chefs are runners', 'Some runners are chefs', 'Some chefs are not runners', 'Some runners are not chefs', 'No chefs are runners', 'No runners are chefs', 'NVC']"
112_6_R,No novelists are travelers and Some novelists are not analysts,"['All travelers are analysts', 'All analysts are travelers', 'Some travelers are analysts', 'Some analysts are travelers', 'Some travelers are not analysts', 'Some analysts are not travelers', 'No travelers are analysts', 'No analysts are travelers', 'NVC']"
112_7_R,Some models are not clerks and No clerks are managers,"['All models are managers', 'All managers are models', 'Some models are managers', 'Some managers are models', 'Some models are not managers', 'Some managers are not models', 'No models are managers', 'No managers are models', 'NVC']"
112_9_R,Some climbers are not skaters and Some climbers are not therapists,"['All skaters are therapists', 'All therapists are skaters', 'Some skaters are therapists', 'Some therapists are skaters', 'Some skaters are not therapists', 'Some therapists are not skaters', 'No skaters are therapists', 'No therapists are skaters', 'NVC']"
112_10_R,Some mayors are not swimmers and All cooks are swimmers,"['All mayors are cooks', 'All cooks are mayors', 'Some mayors are cooks', 'Some cooks are mayors', 'Some mayors are not cooks', 'Some cooks are not mayors', 'No mayors are cooks', 'No cooks are mayors', 'NVC']"
112_11_R,Some tellers are not climbers and Some doctors are not climbers,"['All tellers are doctors', 'All doctors are tellers', 'Some tellers are doctors', 'Some doctors are tellers', 'Some tellers are not doctors', 'Some doctors are not tellers', 'No tellers are doctors', 'No doctors are tellers', 'NVC']"
112_13_R,No teachers are golfers and No teachers are bankers,"['All golfers are bankers', 'All bankers are golfers', 'Some golfers are bankers', 'Some bankers are golfers', 'Some golfers are not bankers', 'Some bankers are not golfers', 'No golfers are bankers', 'No bankers are golfers', 'NVC']"
112_14_R,Some fencers are not campers and Some fencers are engineers,"['All campers are engineers', 'All engineers are campers', 'Some campers are engineers', 'Some engineers are campers', 'Some campers are not engineers', 'Some engineers are not campers', 'No campers are engineers', 'No engineers are campers', 'NVC']"
112_16_R,All athletes are hunters and No hunters are lawyers,"['All athletes are lawyers', 'All lawyers are athletes', 'Some athletes are lawyers', 'Some lawyers are athletes', 'Some athletes are not lawyers', 'Some lawyers are not athletes', 'No athletes are lawyers', 'No lawyers are athletes', 'NVC']"
112_18_R,All poets are skaters and All poets are miners,"['All skaters are miners', 'All miners are skaters', 'Some skaters are miners', 'Some miners are skaters', 'Some skaters are not miners', 'Some miners are not skaters', 'No skaters are miners', 'No miners are skaters', 'NVC']"
112_19_R,Some hikers are writers and Some drivers are hikers,"['All writers are drivers', 'All drivers are writers', 'Some writers are drivers', 'Some drivers are writers', 'Some writers are not drivers', 'Some drivers are not writers', 'No writers are drivers', 'No drivers are writers', 'NVC']"
112_20_R,All painters are actors and All workers are painters,"['All actors are workers', 'All workers are actors', 'Some actors are workers', 'Some workers are actors', 'Some actors are not workers', 'Some workers are not actors', 'No actors are workers', 'No workers are actors', 'NVC']"
112_22_R,No bakers are gamblers and No sculptors are bakers,"['All gamblers are sculptors', 'All sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are not sculptors', 'Some sculptors are not gamblers', 'No gamblers are sculptors', 'No sculptors are gamblers', 'NVC']"
112_23_R,All dancers are typists and Some boxers are typists,"['All dancers are boxers', 'All boxers are dancers', 'Some dancers are boxers', 'Some boxers are dancers', 'Some dancers are not boxers', 'Some boxers are not dancers', 'No dancers are boxers', 'No boxers are dancers', 'NVC']"
112_25_R,No carpenters are divers and Some divers are linguists,"['All carpenters are linguists', 'All linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are not linguists', 'Some linguists are not carpenters', 'No carpenters are linguists', 'No linguists are carpenters', 'NVC']"
112_26_R,Some riders are counselors and No riders are joggers,"['All counselors are joggers', 'All joggers are counselors', 'Some counselors are joggers', 'Some joggers are counselors', 'Some counselors are not joggers', 'Some joggers are not counselors', 'No counselors are joggers', 'No joggers are counselors', 'NVC']"
112_28_R,Some students are not buyers and Some cyclists are students,"['All buyers are cyclists', 'All cyclists are buyers', 'Some buyers are cyclists', 'Some cyclists are buyers', 'Some buyers are not cyclists', 'Some cyclists are not buyers', 'No buyers are cyclists', 'No cyclists are buyers', 'NVC']"
112_29_R,Some chemists are not sailors and Some potters are sailors,"['All chemists are potters', 'All potters are chemists', 'Some chemists are potters', 'Some potters are chemists', 'Some chemists are not potters', 'Some potters are not chemists', 'No chemists are potters', 'No potters are chemists', 'NVC']"
112_32_R,No pilots are tailors and Some pilots are singers,"['All tailors are singers', 'All singers are tailors', 'Some tailors are singers', 'Some singers are tailors', 'Some tailors are not singers', 'Some singers are not tailors', 'No tailors are singers', 'No singers are tailors', 'NVC']"
112_34_R,Some doctors are not climbers and Some climbers are not tellers,"['All doctors are tellers', 'All tellers are doctors', 'Some doctors are tellers', 'Some tellers are doctors', 'Some doctors are not tellers', 'Some tellers are not doctors', 'No doctors are tellers', 'No tellers are doctors', 'NVC']"
112_35_R,No trainers are designers and Some architects are trainers,"['All designers are architects', 'All architects are designers', 'Some designers are architects', 'Some architects are designers', 'Some designers are not architects', 'Some architects are not designers', 'No designers are architects', 'No architects are designers', 'NVC']"
112_38_R,Some auditors are painters and Some painters are not cleaners,"['All auditors are cleaners', 'All cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are not cleaners', 'Some cleaners are not auditors', 'No auditors are cleaners', 'No cleaners are auditors', 'NVC']"
112_40_R,All poets are skaters and No poets are miners,"['All skaters are miners', 'All miners are skaters', 'Some skaters are miners', 'Some miners are skaters', 'Some skaters are not miners', 'Some miners are not skaters', 'No skaters are miners', 'No miners are skaters', 'NVC']"
112_41_R,No butchers are tutors and Some packers are not butchers,"['All tutors are packers', 'All packers are tutors', 'Some tutors are packers', 'Some packers are tutors', 'Some tutors are not packers', 'Some packers are not tutors', 'No tutors are packers', 'No packers are tutors', 'NVC']"
