Unnamed: 0,id_seq,sentenced,few_shot_pred
4775,94_43_R,No lifeguards are plumbers and Some plumbers are dentists, Some plumbers are lifeguards
4779,94_48_R,No chefs are scientists and Some runners are scientists, Some chefs are scientists
4780,94_49_R,No sculptors are bakers and All sculptors are gamblers, All sculptors are gamblers
4781,94_52_R,No soldiers are florists and All florists are editors, No soldiers are florists
4787,94_60_R,Some doctors are tellers and No tellers are climbers, Some climbers are tellers
4790,95_1_R,Some chefs are scientists and All chefs are runners, Some chefs are runners
4791,95_3_R,All scholars are farmers and All farmers are assistants, All scholars are assistants
4796,95_14_R,All investors are jugglers and Some investors are barbers, Some investors are barbers
4799,95_22_R,All judges are porters and No porters are brewers, No judges are brewers
4804,95_32_R,No bakers are sculptors and All bakers are gamblers, All gamblers are sculptors
4810,95_44_R,Some plumbers are lifeguards and No plumbers are dentists, No plumbers are lifeguards
4812,95_48_R,All actors are painters and Some workers are not painters, Some workers are painters
4813,95_51_R,No tutors are packers and Some tutors are butchers, Some tutors are packers
4815,95_55_R,All tailors are pilots and All singers are tailors, All tailors are pilots
4819,95_59_R,No assistants are farmers and All farmers are scholars, Some assistants are farmers
4820,95_61_R,All runners are scientists and All runners are chefs, All runners are scientists
4822,96_1_R,Some soldiers are florists and All soldiers are editors, Some soldiers are editors
4823,96_2_R,No climbers are doctors and All tellers are doctors, No climbers are doctors
4824,96_3_R,All mayors are cooks and All cooks are swimmers, All mayors are swimmers
4827,96_7_R,All carpenters are divers and No divers are linguists, Some divers are linguists
4834,96_17_R,No painters are workers and All painters are actors, Some actors are painters
4835,96_18_R,All students are buyers and No cyclists are buyers, Some buyers are cyclists
4836,96_19_R,All singers are tailors and No pilots are singers, No pilots are tailors
4844,96_35_R,All agents are secretaries and Some agents are brokers, Some agents are secretaries
4846,96_38_R,No florists are soldiers and Some soldiers are editors, Some editors are soldiers
4850,96_45_R,No lawyers are athletes and All hunters are lawyers, Some lawyers are athletes
4852,96_49_R,Some gamblers are bakers and No gamblers are sculptors, No gamblers are sculptors
4855,96_54_R,All mayors are swimmers and All mayors are cooks, All mayors are swimmers
4858,96_57_R,Some planners are surfers and No artists are surfers, Some artists are planners
4861,97_0_R,No managers are models and All clerks are models, Some managers are not models
4862,97_2_R,All farmers are scholars and Some assistants are farmers, Some scholars are farmers
4863,97_3_R,All golfers are bankers and All bankers are teachers, All golfers are teachers
4864,97_4_R,No swimmers are cooks and All cooks are mayors, Some cooks are mayors
4869,97_15_R,All buyers are students and All buyers are cyclists, All buyers are students
4870,97_16_R,All opticians are boxers and No opticians are actuaries, Some opticians are boxers
4871,97_20_R,No chemists are sailors and Some chemists are potters, Some chemists are sailors
4872,97_21_R,No lifeguards are dentists and Some plumbers are dentists, Some plumbers are lifeguards
4877,97_37_R,No novelists are analysts and All novelists are travelers, All novelists are travelers
4880,97_41_R,Some architects are designers and All designers are trainers, Some trainers are architects
4881,97_43_R,No cooks are mayors and Some mayors are swimmers, Some cooks are mayors
4884,97_48_R,All painters are workers and No actors are workers, Some actors are painters
4886,97_50_R,All tailors are singers and No singers are pilots, No tailors are singers
4889,97_55_R,Some buyers are students and No students are cyclists, Some buyers are students
4890,97_56_R,No hikers are drivers and Some writers are hikers, Some writers are drivers
4891,97_57_R,All waiters are cashiers and Some waiters are not poets, Some waiters are poets
4892,97_62_R,All scientists are runners and All chefs are scientists, All chefs are runners
4894,98_0_R,No lawyers are hunters and All athletes are hunters, All hunters are lawyers
4895,98_2_R,All artists are surfers and Some planners are artists, Some planners are surfers
4896,98_3_R,Some joggers are counselors and All joggers are riders, Some joggers are counselors
4897,98_4_R,All boxers are typists and No boxers are dancers, Some typists are boxers
4898,98_5_R,No analysts are travelers and Some analysts are novelists, Some travelers are novelists
4902,98_10_R,All dentists are lifeguards and No plumbers are lifeguards, All plumbers are lifeguards
4903,98_12_R,All runners are scientists and Some runners are chefs, Some runners are scientists
4904,98_14_R,Some golfers are teachers and All teachers are bankers, All golfers are teachers
4906,98_17_R,Some tellers are climbers and No tellers are doctors, No tellers are climbers
4912,98_26_R,Some cleaners are painters and No auditors are painters, No auditors are cleaners
4914,98_30_R,No sailors are potters and Some chemists are sailors, Some chemists are potters
4915,98_34_R,No cleaners are painters and All painters are auditors, Some painters are auditors
4920,98_42_R,No scientists are chefs and Some chefs are runners, Some chefs are not runners
4923,98_46_R,No hunters are athletes and All hunters are lawyers, Some hunters are athletes
4925,98_52_R,All carpenters are divers and All carpenters are linguists, All carpenters are linguists
4927,98_55_R,Some mayors are cooks and No swimmers are mayors, No swimmers are cooks
4929,98_57_R,No opticians are boxers and Some actuaries are boxers, Some actuaries are boxers
4932,99_0_R,All nurses are drillers and All drillers are actors, All nurses are actors
4933,99_2_R,No planners are surfers and All artists are surfers, Some planners are surfers
4935,99_5_R,Some opticians are boxers and No actuaries are boxers, Some opticians are boxers
4939,99_12_R,All trainers are designers and Some trainers are architects, Some trainers are designers
4940,99_15_R,All counselors are riders and No joggers are counselors, Some riders are joggers
4941,99_16_R,All tutors are packers and All tutors are butchers, All tutors are packers
4947,99_26_R,All skaters are poets and No poets are miners, No skaters are poets
4949,99_29_R,Some doctors are tellers and All tellers are climbers, Some climbers are tellers
4950,99_31_R,All swimmers are mayors and Some cooks are not mayors, Some cooks are mayors
4951,99_32_R,No singers are tailors and All tailors are pilots, No tailors are singers
4952,99_33_R,No divers are linguists and Some carpenters are linguists, Some carpenters are linguists
4956,99_41_R,Some managers are models and No models are clerks, No managers are clerks
4958,99_44_R,No boxers are opticians and All actuaries are boxers, Some actuaries are opticians
4959,99_45_R,No plumbers are lifeguards and All plumbers are dentists, No plumbers are lifeguards
4961,99_47_R,All campers are fencers and No engineers are fencers, No campers are fencers
4973,100_2_R,Some lifeguards are plumbers and All lifeguards are dentists, All lifeguards are plumbers
4977,100_8_R,No fencers are campers and Some fencers are engineers, Some fencers are campers
4978,100_9_R,Some brokers are agents and No secretaries are agents, No secretaries are agents
4980,100_17_R,No painters are auditors and All cleaners are painters, No cleaners are auditors
4987,100_31_R,All lawyers are athletes and Some hunters are not athletes, Some lawyers are athletes
4988,100_34_R,All secretaries are agents and Some secretaries are brokers, Some secretaries are brokers
4989,100_35_R,All artists are planners and No planners are surfers, Some planners are surfers
4990,100_36_R,All barbers are investors and No jugglers are barbers, No jugglers are investors
4993,100_41_R,No analysts are travelers and Some novelists are travelers, Some novelists are travelers
4995,100_44_R,All buyers are cyclists and All buyers are students, All buyers are students
4996,100_49_R,All clerks are models and No managers are models, No clerks are models
4997,100_50_R,Some skaters are climbers and All climbers are therapists, Some skaters are therapists
4999,100_54_R,No campers are fencers and All fencers are engineers, Some fencers are campers
5000,100_55_R,Some miners are skaters and No poets are miners, No poets are skaters
5004,101_0_R,No singers are pilots and All tailors are pilots, Some tailors are pilots
5005,101_1_R,All plumbers are lifeguards and All lifeguards are dentists, All plumbers are dentists
5006,101_2_R,Some cashiers are poets and All cashiers are waiters, Some cashiers are poets
5007,101_3_R,All agents are brokers and Some secretaries are agents, Some secretaries are brokers
5010,101_10_R,No nurses are drillers and Some drillers are actors, Some actors are nurses
5012,101_15_R,All trainers are architects and No designers are architects, No designers are architects
5013,101_18_R,No surfers are planners and Some artists are planners, Some surfers are planners
5018,101_31_R,No porters are judges and All porters are brewers, No porters are brewers
5020,101_35_R,All joggers are counselors and All riders are joggers, All riders are counselors
5023,101_40_R,All soldiers are florists and Some editors are not florists, Some editors are not florists
5026,101_46_R,Some skaters are therapists and No climbers are therapists, Some skaters are therapists
5029,101_52_R,No secretaries are agents and Some brokers are secretaries, Some secretaries are agents
5030,101_53_R,All painters are auditors and Some painters are not cleaners, Some painters are auditors
5031,101_56_R,Some campers are fencers and No fencers are engineers, No fencers are engineers
5032,101_57_R,All runners are chefs and No chefs are scientists, Some chefs are scientists
5037,102_0_R,All joggers are riders and Some counselors are joggers, Some counselors are riders
5038,102_1_R,All auditors are painters and All painters are cleaners, All auditors are cleaners
5039,102_2_R,No brokers are agents and All secretaries are agents, No secretaries are agents
5040,102_3_R,Some doctors are climbers and All doctors are tellers, Some doctors are climbers
5041,102_4_R,Some swimmers are mayors and No cooks are mayors, No cooks are mayors
5044,102_12_R,No skaters are poets and All miners are skaters, Some miners are poets
5048,102_17_R,No skaters are climbers and Some therapists are climbers, Some therapists are climbers
5049,102_19_R,No investors are barbers and All investors are jugglers, No investors are barbers
5053,102_23_R,Some florists are soldiers and No editors are florists, Some editors are soldiers
5056,102_30_R,Some cashiers are waiters and No cashiers are poets, Some cashiers are poets
5057,102_34_R,All plumbers are dentists and No dentists are lifeguards, No plumbers are lifeguards
5059,102_38_R,All chefs are runners and Some chefs are scientists, Some chefs are runners
5060,102_39_R,All climbers are therapists and Some skaters are not therapists, Some skaters are therapists
5062,102_44_R,Some typists are dancers and No dancers are boxers, No typists are boxers
5070,102_57_R,All analysts are novelists and No travelers are novelists, Some travelers are novelists
5071,102_58_R,All trainers are designers and No trainers are architects, No trainers are designers
5074,103_0_R,All auditors are cleaners and Some painters are auditors, Some painters are cleaners
5075,103_1_R,No joggers are riders and All counselors are riders, Some counselors are joggers
5081,103_16_R,All poets are miners and Some poets are skaters, Some poets are skaters
5085,103_21_R,No carpenters are linguists and Some divers are linguists, Some divers are linguists
5086,103_23_R,No chefs are runners and Some scientists are chefs, Some scientists are runners
5093,103_45_R,All hikers are writers and No hikers are drivers, Some hikers are writers
5095,103_50_R,No painters are actors and Some actors are workers, Some actors are painters
5099,103_59_R,All cyclists are buyers and No students are buyers, No students are buyers
5101,103_61_R,Some brewers are judges and All judges are porters, Some brewers are porters
5103,104_0_R,All counselors are riders and All riders are joggers, All counselors are joggers
5104,104_2_R,No scholars are assistants and All farmers are assistants, Some scholars are assistants
5105,104_3_R,All tailors are pilots and Some singers are tailors, Some singers are pilots
5107,104_9_R,All cleaners are painters and No auditors are painters, Some auditors are painters
5108,104_11_R,All dentists are plumbers and No plumbers are lifeguards, Some dentists are plumbers
5109,104_12_R,Some planners are surfers and All surfers are artists, Some planners are artists
5114,104_19_R,All students are cyclists and No students are buyers, No students are buyers
5117,104_22_R,All sculptors are gamblers and Some sculptors are not bakers, Some sculptors are gamblers
5118,104_26_R,All trainers are architects and Some trainers are designers, Some trainers are architects
5122,104_34_R,Some campers are engineers and No campers are fencers, No campers are engineers
5125,104_39_R,All clerks are managers and All models are clerks, All clerks are managers
5127,104_43_R,No lawyers are athletes and All lawyers are hunters, Some lawyers are hunters
5136,104_58_R,No brokers are agents and All secretaries are brokers, No secretaries are agents
5137,104_59_R,Some skaters are miners and No miners are poets, Some poets are skaters
5139,104_62_R,No jugglers are barbers and Some investors are barbers, Some investors are barbers
5140,104_63_R,No porters are judges and Some porters are brewers, Some porters are judges
5141,105_0_R,All buyers are cyclists and Some students are buyers, Some students are cyclists
5142,105_5_R,All dancers are typists and No boxers are dancers, Some boxers are typists
5145,105_8_R,All potters are chemists and No chemists are sailors, No chemists are sailors
5148,105_17_R,All nurses are drillers and No nurses are actors, Some nurses are drillers
5150,105_20_R,No lawyers are hunters and Some hunters are athletes, Some hunters are hunters
5154,105_26_R,All soldiers are editors and Some soldiers are florists, Some soldiers are editors
5159,105_33_R,No designers are trainers and Some designers are architects, Some trainers are architects
5161,105_35_R,No sculptors are bakers and All bakers are gamblers, All sculptors are gamblers
5162,105_36_R,Some actors are drillers and No nurses are actors, No nurses are drillers
5168,105_46_R,Some mayors are cooks and No mayors are swimmers, No mayors are cooks
5175,105_58_R,All scholars are farmers and All scholars are assistants, Some scholars are farmers
5176,105_59_R,All tellers are climbers and Some doctors are not climbers, Some tellers are climbers
5179,106_0_R,No drillers are actors and All nurses are actors, No nurses are drillers
5180,106_3_R,All analysts are novelists and Some travelers are analysts, Some travelers are novelists
5185,106_11_R,No boxers are actuaries and Some opticians are actuaries, Some opticians are actuaries
5186,106_12_R,All teachers are bankers and No bankers are golfers, Some teachers are bankers
5187,106_14_R,All hunters are lawyers and All hunters are athletes, All hunters are athletes
5195,106_26_R,All counselors are joggers and No riders are joggers, No riders are joggers
5197,106_28_R,All campers are fencers and Some campers are engineers, Some campers are fencers
5199,106_33_R,No singers are tailors and Some pilots are singers, Some singers are tailors
5201,106_36_R,All chemists are potters and Some sailors are not potters, Some chemists are potters
5202,106_37_R,No novelists are travelers and Some novelists are analysts, Some novelists are travelers
5203,106_39_R,All skaters are therapists and All climbers are skaters, All skaters are climbers
5209,106_47_R,All engineers are fencers and Some engineers are not campers, Some engineers are fencers
5210,106_49_R,Some scholars are farmers and No assistants are scholars, Some scholars are farmers
5211,106_50_R,No clerks are models and All managers are clerks, No managers are models
5215,106_55_R,No athletes are hunters and Some hunters are lawyers, Some hunters are lawyers
5216,106_56_R,Some drillers are actors and All actors are nurses, Some actors are nurses
5218,106_59_R,All waiters are poets and No cashiers are waiters, Some cashiers are poets
5219,106_60_R,Some investors are barbers and No investors are jugglers, Some investors are barbers
5223,107_0_R,All brewers are judges and Some porters are brewers, Some brewers are judges
5224,107_2_R,No students are buyers and All cyclists are buyers, No students are buyers
5225,107_3_R,Some assistants are farmers and All assistants are scholars, Some assistants are scholars
5226,107_4_R,All tutors are packers and Some tutors are butchers, Some tutors are packers
5227,107_6_R,All golfers are teachers and No bankers are teachers, Some golfers are teachers
5228,107_7_R,Some engineers are campers and No engineers are fencers, Some engineers are campers
5229,107_8_R,Some therapists are skaters and No climbers are skaters, Some climbers are skaters
5232,107_13_R,No drillers are nurses and Some nurses are actors, Some nurses are actors
5235,107_18_R,Some carpenters are divers and All divers are linguists, Some divers are linguists
5236,107_19_R,No singers are tailors and All singers are pilots, All singers are tailors
5239,107_22_R,No hunters are athletes and Some lawyers are hunters, Some athletes are hunters
5245,107_34_R,Some carpenters are divers and No linguists are carpenters, No linguists are divers
5248,107_38_R,All actors are nurses and All drillers are actors, All actors are nurses
5250,107_40_R,No scholars are assistants and Some farmers are assistants, Some scholars are assistants
5252,107_42_R,No jugglers are investors and All barbers are jugglers, No barbers are investors
5255,107_46_R,Some workers are actors and No actors are painters, Some painters are actors
5257,107_50_R,All skaters are therapists and No climbers are skaters, No climbers are therapists
5266,107_62_R,All lawyers are hunters and Some athletes are not hunters, Some athletes are hunters
5268,108_2_R,Some cleaners are auditors and All cleaners are painters, Some cleaners are painters
5269,108_5_R,All singers are tailors and Some singers are not pilots, Some singers are tailors
5270,108_6_R,All buyers are cyclists and No students are cyclists, No students are cyclists
5272,108_9_R,All workers are actors and Some painters are not actors, Some painters are actors
5274,108_11_R,No trainers are designers and Some architects are designers, Some architects are designers
5275,108_13_R,All counselors are joggers and No joggers are riders, No counselors are joggers
5279,108_19_R,Some editors are soldiers and No editors are florists, No editors are soldiers
5280,108_20_R,No climbers are doctors and All climbers are tellers, Some climbers are doctors
5285,108_29_R,Some lawyers are hunters and All hunters are athletes, Some lawyers are hunters
5289,108_44_R,All managers are clerks and All managers are models, All managers are clerks
5291,108_47_R,Some sculptors are bakers and No bakers are gamblers, No gamblers are sculptors
5293,108_51_R,No riders are joggers and Some counselors are riders, Some counselors are joggers
5294,108_52_R,No porters are brewers and Some porters are judges, Some porters are brewers
5295,108_53_R,Some swimmers are mayors and No cooks are swimmers, Some cooks are mayors
5303,109_1_R,No carpenters are linguists and All divers are linguists, Some divers are linguists
5307,109_9_R,All drillers are actors and Some drillers are not nurses, Some drillers are actors
5309,109_12_R,No judges are porters and Some porters are brewers, Some porters are brewers
5311,109_14_R,Some cooks are swimmers and No mayors are cooks, Some cooks are swimmers
5317,109_32_R,Some tutors are packers and No packers are butchers, Some packers are butchers
5319,109_37_R,All miners are skaters and No miners are poets, No skaters are poets
5320,109_38_R,Some carpenters are linguists and All linguists are divers, Some linguists are divers
5323,109_46_R,All models are clerks and No managers are clerks, Some managers are clerks
5324,109_47_R,All novelists are travelers and All analysts are novelists, All novelists are travelers
5326,109_49_R,Some cyclists are buyers and No cyclists are students, Some cyclists are buyers
5333,109_58_R,All workers are actors and No actors are painters, Some actors are painters
5334,109_61_R,No auditors are painters and All auditors are cleaners, Some auditors are painters
5337,110_1_R,All cyclists are buyers and All buyers are students, All cyclists are students
5338,110_2_R,All editors are florists and Some soldiers are editors, Some soldiers are florists
5339,110_3_R,Some lawyers are athletes and All lawyers are hunters, Some lawyers are athletes
5343,110_8_R,All packers are tutors and No butchers are tutors, No packers are tutors
5345,110_10_R,No cleaners are auditors and All painters are cleaners, Some painters are auditors
5355,110_24_R,Some hikers are writers and No drivers are writers, No drivers are writers
5360,110_30_R,No actors are workers and Some painters are actors, Some painters are workers
5361,110_31_R,All barbers are jugglers and Some investors are not jugglers, Some investors are jugglers
5362,110_32_R,All campers are engineers and No fencers are campers, No fencers are engineers
5363,110_39_R,Some assistants are farmers and All farmers are scholars, Some assistants are farmers
5364,110_40_R,Some cooks are mayors and No cooks are swimmers, No cooks are mayors
5369,110_45_R,All editors are soldiers and No soldiers are florists, Some editors are soldiers
5372,110_51_R,All skaters are poets and No skaters are miners, No skaters are poets
5374,110_54_R,All therapists are climbers and All therapists are skaters, All therapists are climbers
5378,110_60_R,No boxers are dancers and Some dancers are typists, Some dancers are typists
5380,111_0_R,All golfers are bankers and Some teachers are golfers, Some bankers are golfers
5387,111_16_R,All singers are tailors and All singers are pilots, All singers are tailors
5388,111_17_R,No plumbers are dentists and All lifeguards are plumbers, Some lifeguards are dentists
5391,111_22_R,Some potters are sailors and No sailors are chemists, No potters are sailors
5392,111_23_R,No skaters are miners and Some poets are miners, Some poets are skaters
5394,111_26_R,All painters are auditors and All cleaners are painters, Some auditors are cleaners
5395,111_27_R,All novelists are analysts and No novelists are travelers, Some novelists are analysts
5396,111_30_R,All scientists are chefs and No runners are scientists, No runners are chefs
5399,111_36_R,Some gamblers are sculptors and No gamblers are bakers, No gamblers are sculptors
5401,111_41_R,All farmers are assistants and Some farmers are scholars, Some farmers are scholars
5403,111_47_R,No tutors are packers and All tutors are butchers, Some tutors are packers
5406,111_52_R,All chemists are sailors and Some chemists are not potters, Some chemists are sailors
5407,111_53_R,All poets are skaters and No skaters are miners, Some skaters are miners
5411,112_0_R,All pilots are tailors and All tailors are singers, All pilots are singers
5412,112_1_R,Some auditors are cleaners and All auditors are painters, Some auditors are painters
5413,112_4_R,No scientists are chefs and All runners are scientists, Some scientists are chefs
5421,112_16_R,All athletes are hunters and No hunters are lawyers, No athletes are hunters
5422,112_18_R,All poets are skaters and All poets are miners, All poets are skaters
5424,112_20_R,All painters are actors and All workers are painters, All workers are actors
5427,112_25_R,No carpenters are divers and Some divers are linguists, Some divers are linguists
5428,112_26_R,Some riders are counselors and No riders are joggers, No riders are counselors
5431,112_32_R,No pilots are tailors and Some pilots are singers, Some pilots are tailors
5433,112_35_R,No trainers are designers and Some architects are trainers, Some trainers are designers
5435,112_40_R,All poets are skaters and No poets are miners, Some poets are skaters
5440,112_56_R,Some climbers are skaters and No therapists are skaters, No therapists are climbers
5442,112_58_R,All artists are surfers and Some planners are not surfers, Some planners are surfers
5448,113_0_R,All lawyers are athletes and Some hunters are lawyers, Some lawyers are athletes
5449,113_2_R,All novelists are travelers and All travelers are analysts, All novelists are analysts
5450,113_3_R,No planners are artists and All surfers are artists, All surfers are artists
5455,113_15_R,Some scientists are chefs and No chefs are runners, No chefs are runners
5456,113_17_R,Some counselors are riders and No counselors are joggers, Some counselors are riders
5459,113_24_R,All boxers are dancers and Some boxers are not typists, Some boxers are typists
5463,113_28_R,All jugglers are investors and All barbers are jugglers, All jugglers are investors
5465,113_31_R,No gamblers are bakers and Some sculptors are bakers, Some gamblers are bakers
5466,113_32_R,All mayors are cooks and No cooks are swimmers, No swimmers are mayors
5469,113_37_R,All climbers are tellers and No climbers are doctors, Some climbers are tellers
5471,113_41_R,No sailors are chemists and Some sailors are potters, Some sailors are chemists
5476,113_48_R,Some surfers are planners and No artists are planners, Some artists are planners
5481,113_58_R,Some judges are porters and No brewers are judges, Some brewers are porters
5483,113_63_R,No analysts are travelers and All novelists are analysts, No novelists are travelers
5484,114_2_R,All potters are sailors and All sailors are chemists, All potters are chemists
5485,114_3_R,Some miners are poets and All miners are skaters, Some skaters are poets
5492,114_22_R,All lifeguards are plumbers and No lifeguards are dentists, Some lifeguards are plumbers
5496,114_27_R,No hunters are lawyers and Some athletes are hunters, Some athletes are lawyers
5499,114_35_R,All carpenters are linguists and No divers are linguists, Some linguists are carpenters
5500,114_36_R,Some singers are pilots and No tailors are singers, Some tailors are pilots
5504,114_43_R,Some trainers are designers and No architects are designers, No designers are trainers
5506,114_45_R,No analysts are novelists and Some travelers are novelists, Some travelers are novelists
5509,114_50_R,All investors are jugglers and No barbers are investors, Some investors are jugglers
5511,114_53_R,Some runners are chefs and No chefs are scientists, Some chefs are scientists
5514,114_60_R,No climbers are doctors and All doctors are tellers, All climbers are tellers
5516,115_0_R,Some poets are miners and All poets are skaters, Some poets are skaters
5517,115_1_R,All waiters are poets and All poets are cashiers, Some waiters are poets
5518,115_2_R,All actors are drillers and Some nurses are actors, Some actors are drillers
5519,115_4_R,Some chefs are runners and No runners are scientists, Some chefs are runners
5522,115_8_R,No divers are carpenters and Some divers are linguists, Some divers are carpenters
5528,115_19_R,No typists are dancers and All boxers are typists, Some boxers are dancers
5530,115_21_R,All drivers are hikers and No writers are drivers, No writers are hikers
5535,115_26_R,No singers are tailors and Some pilots are tailors, Some pilots are tailors
5537,115_28_R,All soldiers are florists and All editors are soldiers, All soldiers are editors
5540,115_33_R,No barbers are jugglers and All barbers are investors, Some investors are barbers
5544,115_39_R,All joggers are counselors and Some joggers are not riders, Some joggers are riders
5546,115_41_R,No clerks are managers and Some models are clerks, Some models are managers
5547,115_46_R,All boxers are opticians and No boxers are actuaries, No boxers are actuaries
5548,115_48_R,Some hikers are drivers and No writers are hikers, Some writers are drivers
5550,115_50_R,All designers are trainers and Some architects are not trainers, Some trainers are not designers
5556,115_56_R,No porters are judges and Some judges are brewers, Some judges are brewers
5559,115_62_R,All sculptors are bakers and All sculptors are gamblers, All sculptors are gamblers
5561,116_1_R,All miners are poets and Some skaters are miners, Some skaters are poets
5562,116_6_R,All nurses are actors and No drillers are nurses, No drillers are actors
5563,116_7_R,All cooks are swimmers and All cooks are mayors, Some cooks are mayors
5567,116_15_R,All auditors are painters and Some auditors are not cleaners, Some auditors are painters
5568,116_16_R,Some drivers are writers and All writers are hikers, Some writers are hikers
5570,116_18_R,No engineers are campers and Some campers are fencers, Some campers are fencers
5576,116_34_R,No gamblers are sculptors and All sculptors are bakers, All gamblers are bakers
5577,116_36_R,Some teachers are bankers and No teachers are golfers, Some teachers are bankers
5580,116_40_R,All scholars are farmers and Some assistants are not farmers, Some scholars are farmers
5584,116_52_R,No actors are workers and All painters are actors, All painters are workers
5586,116_55_R,Some drivers are writers and No hikers are writers, Some drivers are writers
5587,116_57_R,Some cooks are swimmers and No swimmers are mayors, Some cooks are mayors
5590,117_3_R,All miners are poets and All poets are skaters, All miners are skaters
5591,117_4_R,All judges are brewers and Some judges are not porters, Some judges are brewers
5593,117_8_R,All actors are drillers and No nurses are drillers, No actors are drillers
5594,117_10_R,No therapists are climbers and All therapists are skaters, All therapists are climbers
5596,117_13_R,Some writers are drivers and No hikers are drivers, Some writers are hikers
5600,117_27_R,All gamblers are bakers and No gamblers are sculptors, All gamblers are cleaners
5601,117_28_R,Some cashiers are poets and No cashiers are waiters, No cashiers are poets
5603,117_34_R,All scholars are assistants and No assistants are farmers, No scholars are assistants
5606,117_41_R,All drillers are nurses and Some drillers are actors, Some drillers are actors
5607,117_42_R,Some buyers are cyclists and All cyclists are students, Some buyers are cyclists
5608,117_44_R,No counselors are riders and Some counselors are joggers, Some counselors are joggers
5611,117_49_R,All athletes are lawyers and Some hunters are not lawyers, Some hunters are lawyers
5614,117_55_R,No plumbers are lifeguards and All lifeguards are dentists, No plumbers are lifeguards
5618,117_60_R,Some pilots are tailors and No tailors are singers, No pilots are tailors
5621,118_1_R,All campers are fencers and All fencers are engineers, All campers are engineers
5626,118_14_R,Some boxers are dancers and No dancers are typists, No typists are boxers
5628,118_16_R,Some writers are hikers and No drivers are writers, No drivers are hikers
5630,118_18_R,All cyclists are students and All buyers are cyclists, All cyclists are students
5631,118_20_R,All athletes are lawyers and No hunters are athletes, No hunters are lawyers
5634,118_26_R,All plumbers are lifeguards and No dentists are lifeguards, Some dentists are plumbers
5640,118_40_R,All architects are trainers and All architects are designers, All architects are trainers
5642,118_42_R,No lawyers are hunters and All athletes are lawyers, No athletes are hunters
5643,118_44_R,No workers are actors and All workers are painters, Some actors are painters
5651,118_61_R,All analysts are novelists and No analysts are travelers, Some travelers are novelists
5653,119_2_R,All scholars are farmers and Some assistants are scholars, Some scholars are farmers
5654,119_3_R,All tellers are climbers and All climbers are doctors, All tellers are climbers
5656,119_10_R,No miners are poets and Some miners are skaters, Some poets are skaters
5662,119_18_R,All typists are dancers and All boxers are typists, All typists are dancers
5665,119_21_R,No florists are editors and All florists are soldiers, All florists are soldiers
5667,119_23_R,All actuaries are boxers and Some opticians are not boxers, Some opticians are boxers
5671,119_29_R,No porters are brewers and Some judges are porters, Some judges are brewers
5676,119_41_R,All cooks are swimmers and No swimmers are mayors, No swimmers are mayors
5679,119_46_R,Some bankers are teachers and No teachers are golfers, Some bankers are golfers
5680,119_49_R,No chefs are scientists and All runners are chefs, Some scientists are runners
5682,119_60_R,No engineers are fencers and All fencers are campers, Some engineers are campers
5683,119_62_R,All florists are editors and No soldiers are editors, All florists are editors
5684,120_0_R,All singers are tailors and Some pilots are singers, Some singers are tailors
5685,120_2_R,All hunters are lawyers and All lawyers are athletes, All hunters are athletes
5691,120_20_R,All scholars are assistants and No farmers are scholars, Some farmers are assistants
5693,120_23_R,No painters are cleaners and All cleaners are auditors, Some cleaners are auditors
5696,120_37_R,No artists are surfers and All artists are planners, All artists are planners
5699,120_43_R,All buyers are students and All cyclists are buyers, All cyclists are students
5700,120_44_R,Some tutors are butchers and No packers are butchers, No packers are butchers
5701,120_45_R,All designers are trainers and Some designers are not architects, Some trainers are architects
5704,120_51_R,Some counselors are joggers and No counselors are riders, Some counselors are joggers
5708,120_55_R,All miners are poets and Some miners are skaters, Some miners are poets
5710,120_57_R,All soldiers are florists and No editors are florists, No editors are florists
5711,120_59_R,All lifeguards are dentists and No dentists are plumbers, No plumbers are lifeguards
5715,121_0_R,All singers are pilots and All pilots are tailors, All singers are tailors
5716,121_2_R,No artists are surfers and All planners are surfers, No planners are surfers
5717,121_3_R,Some brewers are porters and All brewers are judges, Some brewers are judges
5721,121_15_R,All actuaries are boxers and All actuaries are opticians, All actuaries are boxers
5728,121_29_R,Some assistants are farmers and No scholars are farmers, Some farmers are not assistants
5736,121_43_R,No workers are actors and All painters are workers, Some painters are actors
5738,121_48_R,All scientists are runners and No runners are chefs, No scientists are chefs
5739,121_50_R,No jugglers are barbers and Some barbers are investors, Some barbers are investors
5741,121_52_R,All skaters are therapists and No climbers are therapists, No climbers are therapists
5742,121_55_R,No mayors are swimmers and All swimmers are cooks, Some cooks are mayors
5746,121_60_R,All gamblers are bakers and All sculptors are gamblers, All gamblers are sculptors
5748,122_0_R,All swimmers are mayors and All mayors are cooks, All swimmers are cooks
5749,122_1_R,No workers are actors and All painters are actors, Some painters are actors
5750,122_2_R,All waiters are cashiers and Some poets are waiters, Some poets are cashiers
5751,122_4_R,All clerks are models and Some clerks are not managers, Some managers are clerks
5752,122_5_R,All singers are pilots and All tailors are singers, All singers are pilots
5753,122_6_R,No divers are carpenters and All divers are linguists, No divers are carpenters
5759,122_19_R,No lifeguards are plumbers and All dentists are lifeguards, No plumbers are lifeguards
5760,122_21_R,All boxers are typists and No typists are dancers, No dancers are boxers
5768,122_35_R,Some climbers are therapists and No therapists are skaters, No climbers are therapists
