task_form,best_bert_00_index,bert_00success,best_mnli_00_index,mnli_00success,sentenced
OA4,0,0,5,1,Some actors are not nurses and All actors are drillers
OE4,2,0,7,0,Some analysts are not novelists and No analysts are travelers
AO2,2,0,5,0,All singers are tailors and Some pilots are not singers
AA1,1,0,0,1,All buyers are students and All students are cyclists
EA3,0,0,7,1,No skaters are therapists and All climbers are therapists
AI2,3,1,2,1,All painters are workers and Some actors are painters
IA4,3,0,2,1,Some secretaries are brokers and All secretaries are agents
AE3,0,0,6,1,All potters are sailors and No chemists are sailors
II3,2,0,2,0,Some porters are judges and Some brewers are judges
EI1,2,0,5,1,No bakers are gamblers and Some gamblers are sculptors
IO2,2,0,5,0,Some investors are barbers and Some jugglers are not investors
OA2,4,0,4,0,Some auditors are not cleaners and All painters are auditors
AA2,1,1,0,0,All bankers are golfers and All teachers are bankers
OO3,0,0,2,0,Some butchers are not tutors and Some packers are not tutors
EI3,5,1,5,1,No riders are joggers and Some counselors are joggers
AO3,3,0,5,1,All analysts are novelists and Some travelers are not novelists
IE4,2,0,6,0,Some skaters are miners and No skaters are poets
IO3,2,0,5,0,Some carpenters are linguists and Some divers are not linguists
AO2,3,0,5,0,All pilots are singers and Some tailors are not pilots
AI3,2,0,5,0,All lawyers are hunters and Some athletes are hunters
OI1,2,0,4,0,Some scholars are not farmers and Some farmers are assistants
II2,0,0,5,0,Some editors are soldiers and Some florists are editors
EA4,0,0,7,0,No actors are nurses and All actors are drillers
AI4,3,1,2,1,All engineers are campers and Some engineers are fencers
IE3,2,0,4,1,Some drivers are hikers and No writers are hikers
EO1,3,0,4,0,No tellers are climbers and Some climbers are not doctors
OO4,2,0,3,0,Some opticians are not boxers and Some opticians are not actuaries
OA3,2,0,4,1,Some trainers are not architects and All designers are architects
EE2,3,0,6,0,No cooks are swimmers and No mayors are cooks
AO1,0,0,5,0,All lifeguards are plumbers and Some plumbers are not dentists
EO4,1,0,7,0,No cashiers are waiters and Some cashiers are not poets
EE1,1,0,6,0,No editors are soldiers and No soldiers are florists
OE4,3,0,6,0,Some riders are not counselors and No riders are joggers
AO4,2,0,4,1,All surfers are artists and Some surfers are not planners
EA1,0,0,7,0,No farmers are assistants and All assistants are scholars
IO4,1,0,4,0,Some actuaries are boxers and Some actuaries are not opticians
OE1,3,0,6,0,Some dancers are not boxers and No boxers are typists
OA4,2,0,5,1,Some athletes are not hunters and All athletes are lawyers
AA3,0,0,0,0,All models are managers and All clerks are managers
IE1,1,0,6,0,Some packers are tutors and No tutors are butchers
IO1,2,0,4,0,Some swimmers are mayors and Some mayors are not cooks
AE4,1,0,6,0,All runners are scientists and No runners are chefs
OI3,2,0,4,0,Some doctors are not climbers and Some tellers are climbers
AA4,1,0,1,0,All trainers are architects and All trainers are designers
EE4,6,0,6,0,No painters are actors and No painters are workers
OI2,2,0,4,0,Some campers are not fencers and Some engineers are campers
OI4,2,0,5,0,Some judges are not porters and Some judges are brewers
IA3,2,0,4,0,Some waiters are poets and All cashiers are poets
OE3,2,0,5,0,Some teachers are not bankers and No golfers are bankers
IE2,2,0,5,0,Some skaters are climbers and No therapists are skaters
AE1,0,0,6,1,All sailors are chemists and No chemists are potters
OO2,3,0,5,0,Some actors are not drillers and Some nurses are not actors
EA3,1,0,7,1,No skaters are miners and All poets are miners
AI2,3,1,2,1,All models are managers and Some clerks are models
AA3,1,0,0,0,All hikers are drivers and All writers are drivers
OE2,2,0,6,0,Some bakers are not gamblers and No sculptors are bakers
OO3,2,0,3,0,Some fencers are not engineers and Some campers are not engineers
IA1,0,0,5,1,Some dentists are plumbers and All plumbers are lifeguards
IA2,1,0,4,0,Some actors are drillers and All nurses are actors
OO4,3,0,5,0,Some painters are not auditors and Some painters are not cleaners
EE1,6,0,6,0,No workers are painters and No painters are actors
OE1,2,0,6,0,Some travelers are not analysts and No analysts are novelists
IO2,2,0,5,0,Some agents are brokers and Some secretaries are not agents
IE3,2,0,5,0,Some bankers are golfers and No teachers are golfers
EI1,7,0,2,0,No scholars are assistants and Some assistants are farmers
IO3,1,0,5,0,Some counselors are riders and Some joggers are not riders
EI3,5,1,4,0,No plumbers are lifeguards and Some dentists are lifeguards
AI4,2,1,2,1,All models are managers and Some models are clerks
EO1,4,0,5,0,No lawyers are hunters and Some hunters are not athletes
EE4,7,0,7,0,No golfers are bankers and No golfers are teachers
EA4,0,0,7,0,No skaters are miners and All skaters are poets
AO1,0,0,4,0,All auditors are cleaners and Some cleaners are not painters
II3,3,0,3,0,Some painters are workers and Some actors are workers
IE2,2,0,6,0,Some fencers are campers and No engineers are fencers
AE2,0,0,6,0,All doctors are climbers and No tellers are doctors
AI3,0,0,4,0,All bakers are sculptors and Some gamblers are sculptors
EO3,1,0,5,0,No investors are barbers and Some jugglers are not barbers
OA2,2,0,5,0,Some climbers are not skaters and All therapists are climbers
OI4,2,0,5,0,Some agents are not secretaries and Some agents are brokers
OA4,3,0,5,1,Some joggers are not riders and All joggers are counselors
AO2,4,0,5,0,All drillers are nurses and Some actors are not drillers
OA1,0,0,4,0,Some chemists are not potters and All potters are sailors
IA3,2,0,3,0,Some porters are brewers and All judges are brewers
OO2,4,0,5,0,Some drivers are not writers and Some hikers are not drivers
IE4,2,0,7,0,Some artists are surfers and No artists are planners
EA3,0,0,7,1,No potters are sailors and All chemists are sailors
AA1,1,0,0,1,All riders are joggers and All joggers are counselors
EO3,2,0,5,0,No brewers are porters and Some judges are not porters
EO1,2,0,4,0,No artists are planners and Some planners are not surfers
AA2,1,1,1,1,All painters are workers and All actors are painters
OE2,3,0,6,0,Some opticians are not actuaries and No boxers are opticians
OI2,3,0,5,0,Some tailors are not singers and Some pilots are tailors
AO2,3,0,3,0,All managers are clerks and Some models are not managers
OE1,4,0,6,0,Some students are not buyers and No buyers are cyclists
EI1,3,0,4,0,No cashiers are poets and Some poets are waiters
AO3,3,0,5,1,All poets are miners and Some skaters are not miners
IO2,2,0,5,0,Some engineers are fencers and Some campers are not engineers
EO2,3,0,5,0,No athletes are hunters and Some lawyers are not athletes
OA1,1,0,4,0,Some climbers are not skaters and All skaters are therapists
OI4,3,0,5,0,Some golfers are not bankers and Some golfers are teachers
EI2,5,1,4,0,No lifeguards are plumbers and Some dentists are lifeguards
IA3,2,0,5,0,Some writers are drivers and All hikers are drivers
IO4,4,0,4,0,Some secretaries are brokers and Some secretaries are not agents
EI3,2,0,4,0,No carpenters are divers and Some linguists are divers
AO1,4,0,4,0,All designers are architects and Some architects are not trainers
EE2,2,0,6,0,No lawyers are hunters and No athletes are lawyers
EI4,3,0,5,1,No tellers are climbers and Some tellers are doctors
II3,3,0,2,0,Some surfers are planners and Some artists are planners
OA3,2,0,4,1,Some secretaries are not agents and All brokers are agents
AE2,0,0,6,0,All judges are porters and No brewers are judges
EA1,2,0,7,0,No climbers are therapists and All therapists are skaters
EA4,2,0,6,0,No miners are skaters and All miners are poets
AI4,1,0,2,1,All actuaries are boxers and Some actuaries are opticians
II1,2,0,3,0,Some waiters are poets and Some poets are cashiers
EE3,1,0,7,0,No workers are painters and No actors are painters
OO1,2,0,5,0,Some typists are not dancers and Some dancers are not boxers
EE1,0,0,6,0,No bakers are sculptors and No sculptors are gamblers
AI3,3,0,2,0,All assistants are scholars and Some farmers are scholars
OI1,2,0,4,0,Some barbers are not investors and Some investors are jugglers
IA4,2,1,4,0,Some poets are waiters and All poets are cashiers
EE3,0,0,6,0,No bakers are sculptors and No gamblers are sculptors
OA1,2,0,4,0,Some bankers are not teachers and All teachers are golfers
AI4,2,1,2,1,All judges are porters and Some judges are brewers
OI4,2,0,4,0,Some planners are not artists and Some planners are surfers
IA2,0,0,5,0,Some riders are joggers and All counselors are riders
AE3,5,1,6,1,All actuaries are opticians and No boxers are opticians
IE4,2,0,6,0,Some carpenters are divers and No carpenters are linguists
EE1,0,0,6,0,No scholars are farmers and No farmers are assistants
AE4,0,0,6,0,All workers are painters and No workers are actors
AO1,2,0,4,0,All buyers are students and Some students are not cyclists
OE3,2,0,3,0,Some trainers are not architects and No designers are architects
OA3,2,0,4,1,Some lawyers are not hunters and All athletes are hunters
OI2,3,0,4,0,Some pilots are not singers and Some tailors are pilots
OA2,5,0,5,0,Some swimmers are not cooks and All mayors are swimmers
OA4,0,0,4,0,Some packers are not butchers and All packers are tutors
EI3,2,0,4,0,No therapists are skaters and Some climbers are skaters
OO2,4,0,5,0,Some architects are not designers and Some trainers are not architects
IE3,3,0,5,0,Some singers are pilots and No tailors are pilots
AO4,1,0,4,1,All sailors are potters and Some sailors are not chemists
AA4,0,0,0,0,All poets are cashiers and All poets are waiters
II3,2,0,2,0,Some painters are auditors and Some cleaners are auditors
AI1,2,0,2,0,All editors are florists and Some florists are soldiers
EE4,5,0,6,0,No actuaries are opticians and No actuaries are boxers
AA2,0,0,0,0,All chefs are scientists and All runners are chefs
EA2,0,0,7,1,No cooks are swimmers and All mayors are cooks
OE2,2,0,4,0,Some boxers are not typists and No dancers are boxers
EI2,3,0,4,0,No investors are jugglers and Some barbers are investors
EI1,3,0,2,0,No brokers are agents and Some agents are secretaries
IA3,3,0,2,0,Some surfers are planners and All artists are planners
IE2,0,0,6,0,Some sculptors are bakers and No gamblers are sculptors
IO3,4,0,5,0,Some skaters are poets and Some miners are not poets
AO2,2,0,5,0,All joggers are counselors and Some riders are not joggers
II1,2,0,3,0,Some novelists are analysts and Some analysts are travelers
EA4,0,0,7,0,No fencers are engineers and All fencers are campers
EI4,2,0,5,1,No linguists are carpenters and Some linguists are divers
OE1,2,0,6,0,Some nurses are not drillers and No drillers are actors
OE4,2,0,6,0,Some workers are not painters and No workers are actors
AE1,0,0,6,1,All porters are judges and No judges are brewers
IA4,2,1,4,0,Some nurses are actors and All nurses are drillers
AI2,2,1,2,1,All architects are designers and Some trainers are architects
IA2,3,0,4,0,Some typists are dancers and All boxers are typists
II1,2,0,2,0,Some bankers are teachers and Some teachers are golfers
IO4,3,0,5,0,Some editors are soldiers and Some editors are not florists
OO2,2,0,5,0,Some athletes are not lawyers and Some hunters are not athletes
AE4,2,0,6,0,All climbers are skaters and No climbers are therapists
IO2,2,0,5,0,Some buyers are cyclists and Some students are not buyers
OE1,5,0,4,0,Some scientists are not chefs and No chefs are runners
IO3,5,0,5,0,Some porters are brewers and Some judges are not brewers
OA2,2,0,5,0,Some jugglers are not barbers and All investors are jugglers
IE3,2,0,5,0,Some sailors are chemists and No potters are chemists
AE1,0,0,6,1,All managers are models and No models are clerks
OE3,5,0,4,0,Some cooks are not mayors and No swimmers are mayors
EE3,2,0,7,0,No skaters are miners and No poets are miners
EI4,2,0,6,0,No auditors are painters and Some auditors are cleaners
AE2,2,0,6,0,All actuaries are opticians and No boxers are actuaries
EI2,3,0,5,1,No tellers are climbers and Some doctors are tellers
II4,3,0,2,0,Some joggers are riders and Some joggers are counselors
II2,2,0,5,0,Some novelists are travelers and Some analysts are novelists
EO2,5,0,5,0,No tutors are packers and Some butchers are not tutors
AI4,0,0,2,1,All singers are tailors and Some singers are pilots
OI4,2,0,5,0,Some hikers are not drivers and Some hikers are writers
AE3,0,0,7,1,All swimmers are cooks and No mayors are cooks
AI1,0,0,2,0,All scholars are farmers and Some farmers are assistants
EE1,0,0,7,0,No drillers are actors and No actors are nurses
AO3,4,0,5,1,All students are buyers and Some cyclists are not buyers
OO1,2,0,4,0,Some boxers are not typists and Some typists are not dancers
AO1,4,0,5,0,All clerks are managers and Some managers are not models
EA2,3,0,6,1,No opticians are actuaries and All boxers are opticians
EI1,0,0,5,1,No lifeguards are plumbers and Some plumbers are dentists
OE4,2,0,6,0,Some architects are not designers and No architects are trainers
OI1,2,0,4,0,Some climbers are not skaters and Some skaters are therapists
AO2,5,0,5,0,All athletes are hunters and Some lawyers are not athletes
EI3,2,0,5,1,No chefs are scientists and Some runners are scientists
EA4,0,0,7,0,No sculptors are bakers and All sculptors are gamblers
EA1,0,0,7,0,No soldiers are florists and All florists are editors
OE2,5,0,6,0,Some auditors are not painters and No cleaners are auditors
AA3,2,0,0,0,All planners are artists and All surfers are artists
EO1,2,0,5,0,No miners are poets and Some poets are not skaters
EE2,0,0,6,0,No porters are brewers and No judges are porters
OI2,3,0,5,0,Some writers are not hikers and Some drivers are writers
IE1,0,0,6,0,Some doctors are tellers and No tellers are climbers
EO3,4,0,5,0,No counselors are joggers and Some riders are not joggers
AI3,2,0,5,0,All secretaries are brokers and Some agents are brokers
IA4,2,1,2,1,Some chefs are scientists and All chefs are runners
AA1,0,1,0,1,All scholars are farmers and All farmers are assistants
EE2,7,0,7,0,No actors are workers and No painters are actors
OA2,4,0,7,0,Some cashiers are not poets and All waiters are cashiers
II1,2,0,2,0,Some models are clerks and Some clerks are managers
II2,3,0,2,0,Some carpenters are linguists and Some divers are carpenters
AI4,5,0,2,1,All investors are jugglers and Some investors are barbers
EO3,3,0,7,0,No cleaners are auditors and Some painters are not auditors
IO1,2,0,5,0,Some nurses are actors and Some actors are not drillers
AE1,0,0,7,1,All judges are porters and No porters are brewers
AI3,3,0,5,0,All riders are joggers and Some counselors are joggers
AA3,1,0,1,0,All agents are brokers and All secretaries are brokers
IO3,2,0,5,0,Some bankers are teachers and Some golfers are not teachers
OO3,2,0,2,0,Some actuaries are not opticians and Some boxers are not opticians
EA4,1,0,7,0,No bakers are sculptors and All bakers are gamblers
AO1,3,0,4,0,All tellers are climbers and Some climbers are not doctors
OO2,2,0,5,0,Some teachers are not golfers and Some bankers are not teachers
II4,0,0,2,0,Some soldiers are florists and Some soldiers are editors
OA1,2,0,4,0,Some planners are not artists and All artists are surfers
OE4,3,0,6,0,Some counselors are not riders and No counselors are joggers
IE4,4,1,6,0,Some plumbers are lifeguards and No plumbers are dentists
OA4,5,1,4,0,Some secretaries are not brokers and All secretaries are agents
AO3,4,0,5,1,All actors are painters and Some workers are not painters
EI4,1,0,2,0,No tutors are packers and Some tutors are butchers
IO2,2,0,5,0,Some cooks are mayors and Some swimmers are not cooks
AA2,0,0,0,0,All tailors are pilots and All singers are tailors
II3,2,0,5,0,Some hunters are lawyers and Some athletes are lawyers
OO4,2,0,5,0,Some potters are not chemists and Some potters are not sailors
OI1,5,0,4,0,Some cyclists are not students and Some students are buyers
EA1,1,0,7,0,No assistants are farmers and All farmers are scholars
AA4,0,0,0,0,All runners are scientists and All runners are chefs
EE4,1,0,6,0,No auditors are painters and No auditors are cleaners
IA4,2,1,2,1,Some soldiers are florists and All soldiers are editors
EA3,0,0,7,1,No climbers are doctors and All tellers are doctors
AA1,1,0,0,1,All mayors are cooks and All cooks are swimmers
AI1,2,0,2,0,All trainers are designers and Some designers are architects
II1,0,0,2,0,Some cleaners are painters and Some painters are auditors
AE1,2,0,6,1,All carpenters are divers and No divers are linguists
EO3,2,0,5,0,No joggers are counselors and Some riders are not counselors
OI1,2,0,4,0,Some teachers are not bankers and Some bankers are golfers
OO3,2,0,2,0,Some surfers are not artists and Some planners are not artists
EE4,2,0,6,0,No poets are miners and No poets are skaters
EE3,4,0,6,0,No opticians are boxers and No actuaries are boxers
AO1,2,0,4,0,All campers are fencers and Some fencers are not engineers
EA4,0,0,0,0,No painters are workers and All painters are actors
AE3,0,0,6,1,All students are buyers and No cyclists are buyers
AE2,0,0,6,0,All singers are tailors and No pilots are singers
OE1,2,0,6,0,Some models are not managers and No managers are clerks
EE2,3,0,6,0,No dancers are typists and No boxers are dancers
EO4,4,0,5,0,No chefs are runners and Some chefs are not scientists
II2,3,0,2,0,Some analysts are novelists and Some travelers are analysts
IO4,3,0,5,0,Some brewers are judges and Some brewers are not porters
EE1,6,0,7,0,No linguists are carpenters and No carpenters are divers
OA1,4,0,4,0,Some golfers are not teachers and All teachers are bankers
AI4,2,1,2,1,All agents are secretaries and Some agents are brokers
OI3,2,0,4,0,Some students are not buyers and Some cyclists are buyers
EI1,2,0,5,1,No florists are soldiers and Some soldiers are editors
EO1,3,0,4,0,No riders are joggers and Some joggers are not counselors
OI4,4,0,4,0,Some chefs are not runners and Some chefs are scientists
OO1,2,0,5,0,Some barbers are not investors and Some investors are not jugglers
EA2,1,0,6,1,No lawyers are athletes and All hunters are lawyers
OO2,0,0,5,0,Some boxers are not opticians and Some actuaries are not boxers
IE4,2,0,6,0,Some gamblers are bakers and No gamblers are sculptors
OI2,3,0,4,0,Some drillers are not nurses and Some actors are drillers
AI3,0,0,5,0,All climbers are doctors and Some tellers are doctors
AA4,0,0,0,0,All mayors are swimmers and All mayors are cooks
OE2,3,0,7,0,Some tailors are not singers and No pilots are tailors
IO2,2,0,3,0,Some climbers are skaters and Some therapists are not climbers
IE3,2,0,5,0,Some planners are surfers and No artists are surfers
OO4,3,0,5,0,Some architects are not trainers and Some architects are not designers
OA2,3,0,5,0,Some brewers are not judges and All porters are brewers
EA3,1,0,7,1,No managers are models and All clerks are models
AI2,2,1,5,0,All farmers are scholars and Some assistants are farmers
AA1,1,0,0,1,All golfers are bankers and All bankers are teachers
EA1,0,0,7,0,No swimmers are cooks and All cooks are mayors
OO2,2,0,5,0,Some novelists are not travelers and Some analysts are not novelists
EO1,2,0,5,0,No tailors are pilots and Some pilots are not singers
II4,2,0,2,0,Some actors are painters and Some actors are workers
IA3,3,0,3,0,Some jugglers are investors and All barbers are investors
AA4,0,0,0,0,All buyers are students and All buyers are cyclists
AE4,1,0,6,0,All opticians are boxers and No opticians are actuaries
EI4,2,0,5,1,No chemists are sailors and Some chemists are potters
EI3,2,0,4,0,No lifeguards are dentists and Some plumbers are dentists
OI2,2,0,5,0,Some linguists are not carpenters and Some divers are linguists
EE2,0,0,6,0,No soldiers are florists and No editors are soldiers
EE4,4,0,6,0,No joggers are counselors and No joggers are riders
EO3,1,0,5,0,No dancers are boxers and Some typists are not boxers
EA4,7,0,7,0,No novelists are analysts and All novelists are travelers
OE1,2,0,4,0,Some hunters are not athletes and No athletes are lawyers
II1,2,0,5,0,Some boxers are typists and Some typists are dancers
IA1,4,0,2,1,Some architects are designers and All designers are trainers
EI1,2,0,5,1,No cooks are mayors and Some mayors are swimmers
EE3,1,0,7,0,No riders are joggers and No counselors are joggers
AO1,4,0,4,0,All surfers are artists and Some artists are not planners
AE3,0,0,7,1,All painters are workers and No actors are workers
EO4,1,0,5,0,No editors are soldiers and Some editors are not florists
AE1,0,0,6,1,All tailors are singers and No singers are pilots
EE1,7,0,7,0,No potters are chemists and No chemists are sailors
OE3,4,0,6,0,Some engineers are not campers and No fencers are campers
IE1,2,0,5,0,Some buyers are students and No students are cyclists
EI2,3,0,5,1,No hikers are drivers and Some writers are hikers
AO4,2,0,4,1,All waiters are cashiers and Some waiters are not poets
AA2,1,1,4,0,All scientists are runners and All chefs are scientists
OA3,3,0,4,1,Some climbers are not tellers and All doctors are tellers
EA3,0,0,4,1,No lawyers are hunters and All athletes are hunters
AI2,2,1,5,0,All artists are surfers and Some planners are artists
IA4,2,1,2,1,Some joggers are counselors and All joggers are riders
AE4,2,0,6,0,All boxers are typists and No boxers are dancers
EI4,2,0,5,1,No analysts are travelers and Some analysts are novelists
EE1,6,0,7,0,No secretaries are brokers and No brokers are agents
OE1,3,0,4,0,Some poets are not skaters and No skaters are miners
OO2,5,0,5,0,Some cooks are not swimmers and Some mayors are not cooks
AE3,0,0,6,1,All dentists are lifeguards and No plumbers are lifeguards
AI4,3,1,2,1,All runners are scientists and Some runners are chefs
IA1,2,1,4,0,Some golfers are teachers and All teachers are bankers
OO4,2,0,4,0,Some florists are not soldiers and Some florists are not editors
IE4,3,0,6,0,Some tellers are climbers and No tellers are doctors
IA2,0,0,4,0,Some investors are barbers and All jugglers are investors
EO2,4,0,5,0,No buyers are students and Some cyclists are not buyers
EE4,0,0,6,0,No drivers are writers and No drivers are hikers
OA2,5,0,4,0,Some therapists are not skaters and All climbers are therapists
OA1,4,0,4,0,Some architects are not designers and All designers are trainers
IE3,0,0,6,0,Some cleaners are painters and No auditors are painters
AO1,5,0,4,0,All actuaries are boxers and Some boxers are not opticians
EI2,2,0,5,1,No sailors are potters and Some chemists are sailors
EA1,0,0,7,0,No cleaners are painters and All painters are auditors
OA3,3,0,4,1,Some golfers are not teachers and All bankers are teachers
OO1,2,0,5,0,Some editors are not soldiers and Some soldiers are not florists
AI1,0,0,2,0,All students are cyclists and Some cyclists are buyers
OA4,0,0,5,1,Some lifeguards are not dentists and All lifeguards are plumbers
EI1,2,0,5,1,No scientists are chefs and Some chefs are runners
IO3,3,0,5,0,Some judges are porters and Some brewers are not porters
II4,2,0,2,0,Some writers are drivers and Some writers are hikers
EA4,1,0,6,0,No hunters are athletes and All hunters are lawyers
OO3,1,0,3,0,Some packers are not tutors and Some butchers are not tutors
AA4,2,1,0,0,All carpenters are divers and All carpenters are linguists
EO3,0,0,5,0,No typists are boxers and Some dancers are not boxers
IE2,3,0,6,0,Some mayors are cooks and No swimmers are mayors
OE3,2,0,4,0,Some actors are not painters and No workers are painters
EI3,4,0,4,0,No opticians are boxers and Some actuaries are boxers
AI3,1,0,5,0,All pilots are singers and Some tailors are singers
OE4,0,0,6,0,Some artists are not surfers and No artists are planners
AA1,0,1,0,1,All nurses are drillers and All drillers are actors
EA3,2,0,7,1,No planners are surfers and All artists are surfers
OA3,5,0,4,1,Some cyclists are not students and All buyers are students
IE3,4,1,6,0,Some opticians are boxers and No actuaries are boxers
OO4,4,0,5,0,Some managers are not clerks and Some managers are not models
II3,2,0,2,0,Some secretaries are agents and Some brokers are agents
II4,2,0,2,0,Some linguists are carpenters and Some linguists are divers
AI4,2,1,2,1,All trainers are designers and Some trainers are architects
AE2,5,0,6,0,All counselors are riders and No joggers are counselors
AA4,0,0,0,0,All tutors are packers and All tutors are butchers
AO2,2,0,5,0,All tailors are pilots and Some singers are not tailors
OE1,2,0,2,0,Some painters are not auditors and No auditors are cleaners
II1,2,0,2,0,Some lawyers are athletes and Some athletes are hunters
EE4,0,0,7,0,No judges are porters and No judges are brewers
IO3,0,0,5,0,Some chemists are sailors and Some potters are not sailors
AE1,2,0,6,1,All skaters are poets and No poets are miners
EO1,4,0,5,0,No editors are florists and Some florists are not soldiers
IA1,2,1,0,0,Some doctors are tellers and All tellers are climbers
AO3,4,0,5,1,All swimmers are mayors and Some cooks are not mayors
EA1,1,0,7,0,No singers are tailors and All tailors are pilots
EI3,2,0,4,0,No divers are linguists and Some carpenters are linguists
OE4,2,0,7,0,Some editors are not florists and No editors are soldiers
OI1,4,0,4,0,Some nurses are not drillers and Some drillers are actors
OI4,5,0,5,0,Some novelists are not analysts and Some novelists are travelers
IE1,2,0,6,0,Some managers are models and No models are clerks
IO2,1,0,5,0,Some packers are tutors and Some butchers are not packers
EA2,0,0,7,1,No boxers are opticians and All actuaries are boxers
EA4,0,0,6,0,No plumbers are lifeguards and All plumbers are dentists
OO1,2,0,4,0,Some climbers are not therapists and Some therapists are not skaters
AE3,0,0,7,1,All campers are fencers and No engineers are fencers
AI1,2,0,2,0,All athletes are lawyers and Some lawyers are hunters
OA2,2,0,5,0,Some surfers are not planners and All artists are surfers
OE2,4,0,6,0,Some actors are not workers and No painters are actors
IA2,2,0,2,0,Some mayors are cooks and All swimmers are mayors
OO3,3,0,5,0,Some hikers are not writers and Some drivers are not writers
IA3,2,0,4,0,Some boxers are typists and All dancers are typists
EO3,0,0,5,0,No barbers are investors and Some jugglers are not investors
OE3,2,0,4,0,Some farmers are not assistants and No scholars are assistants
EE1,6,0,6,0,No doctors are climbers and No climbers are tellers
EO4,2,0,6,0,No miners are skaters and Some miners are not poets
AI3,2,0,5,0,All designers are trainers and Some architects are trainers
IA4,1,0,2,1,Some lifeguards are plumbers and All lifeguards are dentists
OE2,2,0,6,0,Some opticians are not boxers and No actuaries are opticians
AO1,4,0,4,0,All analysts are travelers and Some travelers are not novelists
OI4,4,0,4,0,Some cooks are not mayors and Some cooks are swimmers
EI4,2,0,5,1,No fencers are campers and Some fencers are engineers
IE3,2,0,6,0,Some brokers are agents and No secretaries are agents
IO3,2,0,5,0,Some skaters are climbers and Some therapists are not climbers
EA2,0,0,7,1,No painters are auditors and All cleaners are painters
OE1,4,0,6,0,Some joggers are not counselors and No counselors are riders
OI2,2,0,4,0,Some sailors are not chemists and Some potters are sailors
II3,3,0,2,0,Some singers are tailors and Some pilots are tailors
AO2,2,0,5,0,All waiters are poets and Some cashiers are not waiters
OE3,3,0,4,0,Some sculptors are not gamblers and No bakers are gamblers
OO1,2,0,4,0,Some poets are not miners and Some miners are not skaters
AO3,4,0,5,1,All lawyers are athletes and Some hunters are not athletes
AI4,2,1,3,1,All secretaries are agents and Some secretaries are brokers
AE1,3,0,6,1,All artists are planners and No planners are surfers
AE2,1,0,6,0,All barbers are investors and No jugglers are barbers
IA3,2,0,2,0,Some lawyers are athletes and All hunters are athletes
OI3,0,0,4,0,Some cleaners are not painters and Some auditors are painters
EI3,2,0,4,0,No analysts are travelers and Some novelists are travelers
II1,2,0,2,0,Some mayors are cooks and Some cooks are swimmers
AA4,2,1,0,0,All buyers are cyclists and All buyers are students
AE3,0,0,6,1,All clerks are models and No managers are models
IA1,2,1,5,1,Some skaters are climbers and All climbers are therapists
OO2,0,0,5,0,Some dentists are not lifeguards and Some plumbers are not dentists
EA1,0,0,7,0,No campers are fencers and All fencers are engineers
IE2,2,0,5,0,Some miners are skaters and No poets are miners
OA4,4,0,5,1,Some drivers are not hikers and All drivers are writers
EE4,3,0,7,0,No architects are trainers and No architects are designers
IA2,2,0,2,0,Some farmers are scholars and All assistants are farmers
EA3,1,0,4,1,No singers are pilots and All tailors are pilots
AA1,1,0,1,0,All plumbers are lifeguards and All lifeguards are dentists
IA4,2,1,7,0,Some cashiers are poets and All cashiers are waiters
AI2,3,1,2,1,All agents are brokers and Some secretaries are agents
EO4,4,0,4,0,No painters are workers and Some painters are not actors
EE3,3,0,7,0,No therapists are climbers and No skaters are climbers
EI1,2,0,5,1,No nurses are drillers and Some drillers are actors
IO1,4,0,4,0,Some cleaners are auditors and Some auditors are not painters
AE3,0,0,6,1,All trainers are architects and No designers are architects
EI3,2,0,4,0,No surfers are planners and Some artists are planners
OA2,2,0,4,0,Some linguists are not divers and All carpenters are linguists
II2,2,0,2,0,Some swimmers are mayors and Some cooks are swimmers
IO2,3,0,5,0,Some lawyers are athletes and Some hunters are not lawyers
EO3,2,0,5,0,No engineers are campers and Some fencers are not campers
EA4,0,0,6,0,No porters are judges and All porters are brewers
AI3,5,0,2,0,All jugglers are investors and Some barbers are investors
AA2,0,0,1,1,All joggers are counselors and All riders are joggers
AO2,3,0,5,0,All students are buyers and Some cyclists are not students
OI3,2,0,4,0,Some dancers are not boxers and Some typists are boxers
AO3,2,0,5,1,All soldiers are florists and Some editors are not florists
II3,2,0,5,0,Some cashiers are waiters and Some poets are waiters
OE1,4,0,6,0,Some farmers are not assistants and No assistants are scholars
IE3,2,0,6,0,Some skaters are therapists and No climbers are therapists
OE4,4,0,7,0,Some hikers are not drivers and No hikers are writers
EE2,2,0,7,0,No surfers are artists and No planners are surfers
EI2,2,0,5,1,No secretaries are agents and Some brokers are secretaries
AO4,5,0,5,0,All painters are auditors and Some painters are not cleaners
IE1,2,0,6,0,Some campers are fencers and No fencers are engineers
AE1,1,0,6,1,All runners are chefs and No chefs are scientists
OO4,2,0,4,0,Some teachers are not golfers and Some teachers are not bankers
II1,3,0,2,0,Some climbers are tellers and Some tellers are doctors
OA4,2,0,5,1,Some tailors are not pilots and All tailors are singers
OA3,3,0,4,1,Some analysts are not novelists and All travelers are novelists
AI2,3,1,5,0,All joggers are riders and Some counselors are joggers
AA1,0,1,0,1,All auditors are painters and All painters are cleaners
EA3,1,0,7,1,No brokers are agents and All secretaries are agents
IA4,2,1,3,0,Some doctors are climbers and All doctors are tellers
IE3,2,0,5,0,Some swimmers are mayors and No cooks are mayors
