sentenced,id_seq
Some singers are pilots and No tailors are singers,114_36_R
Some soldiers are not editors and Some soldiers are florists,114_38_R
All workers are painters and Some painters are actors,114_40_R
All athletes are lawyers and Some lawyers are not hunters,114_42_R
Some trainers are designers and No architects are designers,114_43_R
All cashiers are waiters and All poets are waiters,114_44_R
No analysts are novelists and Some travelers are novelists,114_45_R
Some dancers are not typists and Some typists are boxers,114_46_R
Some joggers are not counselors and Some riders are joggers,114_47_R
All investors are jugglers and No barbers are investors,114_50_R
No managers are models and No clerks are managers,114_51_R
Some runners are chefs and No chefs are scientists,114_53_R
Some swimmers are not cooks and Some mayors are not swimmers,114_55_R
Some brewers are not porters and No judges are brewers,114_56_R
No climbers are doctors and All doctors are tellers,114_60_R
No bankers are teachers and Some bankers are not golfers,114_61_R
Some poets are miners and All poets are skaters,115_0_R
All waiters are poets and All poets are cashiers,115_1_R
All actors are drillers and Some nurses are actors,115_2_R
Some chefs are runners and No runners are scientists,115_4_R
All jugglers are investors and Some investors are barbers,115_5_R
Some boxers are not opticians and Some opticians are actuaries,115_6_R
No divers are carpenters and Some divers are linguists,115_8_R
No lifeguards are dentists and No lifeguards are plumbers,115_11_R
Some secretaries are agents and All brokers are agents,115_12_R
Some mayors are swimmers and All cooks are mayors,115_14_R
All climbers are therapists and All skaters are therapists,115_16_R
Some riders are not counselors and Some joggers are not riders,115_18_R
No typists are dancers and All boxers are typists,115_19_R
Some potters are not sailors and Some chemists are sailors,115_20_R
All drivers are hikers and No writers are drivers,115_21_R
Some porters are judges and Some brewers are not judges,115_22_R
Some cyclists are buyers and Some buyers are students,115_23_R
No painters are actors and No workers are painters,115_24_R
No campers are engineers and Some engineers are not fencers,115_25_R
No singers are tailors and Some pilots are tailors,115_26_R
No architects are designers and Some trainers are not architects,115_27_R
All soldiers are florists and All editors are soldiers,115_28_R
Some planners are surfers and Some artists are not planners,115_31_R
No butchers are packers and Some butchers are not tutors,115_32_R
No barbers are jugglers and All barbers are investors,115_33_R
Some linguists are not carpenters and Some linguists are divers,115_35_R
All nurses are drillers and Some drillers are not actors,115_37_R
Some typists are not dancers and Some boxers are not dancers,115_38_R
All joggers are counselors and Some joggers are not riders,115_39_R
Some mayors are not cooks and All cooks are swimmers,115_40_R
No clerks are managers and Some models are clerks,115_41_R
All boxers are opticians and No boxers are actuaries,115_46_R
Some hikers are drivers and No writers are hikers,115_48_R
All tailors are singers and Some pilots are singers,115_49_R
All designers are trainers and Some architects are not trainers,115_50_R
Some agents are brokers and Some agents are not secretaries,115_51_R
Some hunters are not lawyers and No athletes are hunters,115_52_R
Some scientists are runners and Some runners are not chefs,115_53_R
Some skaters are not poets and Some miners are skaters,115_54_R
Some cashiers are not waiters and No cashiers are poets,115_55_R
No porters are judges and Some judges are brewers,115_56_R
No auditors are painters and No painters are cleaners,115_60_R
Some painters are not actors and No workers are actors,115_61_R
All sculptors are bakers and All sculptors are gamblers,115_62_R
All dentists are lifeguards and Some plumbers are not dentists,115_63_R
All miners are poets and Some skaters are miners,116_1_R
All nurses are actors and No drillers are nurses,116_6_R
All cooks are swimmers and All cooks are mayors,116_7_R
No investors are jugglers and No investors are barbers,116_8_R
No chefs are scientists and No runners are scientists,116_9_R
All managers are models and Some models are clerks,116_14_R
All auditors are painters and Some auditors are not cleaners,116_15_R
Some drivers are writers and All writers are hikers,116_16_R
Some students are cyclists and Some buyers are not cyclists,116_17_R
No engineers are campers and Some campers are fencers,116_18_R
Some joggers are riders and Some counselors are not joggers,116_21_R
Some bankers are not golfers and No teachers are golfers,116_27_R
Some scholars are farmers and Some farmers are not assistants,116_29_R
Some dancers are not typists and Some dancers are not boxers,116_32_R
Some architects are not designers and Some designers are trainers,116_33_R
No gamblers are sculptors and All sculptors are bakers,116_34_R
Some teachers are bankers and No teachers are golfers,116_36_R
Some painters are cleaners and All auditors are cleaners,116_37_R
Some linguists are not carpenters and Some divers are not linguists,116_39_R
All scholars are farmers and Some assistants are not farmers,116_40_R
Some clerks are models and Some managers are clerks,116_43_R
Some buyers are not cyclists and Some students are cyclists,116_45_R
No potters are sailors and No chemists are potters,116_48_R
No actors are workers and All painters are actors,116_52_R
No joggers are riders and Some counselors are not riders,116_53_R
Some drivers are writers and No hikers are writers,116_55_R
Some cooks are swimmers and No swimmers are mayors,116_57_R
Some artists are not surfers and All planners are artists,116_59_R
All actors are drillers and All nurses are drillers,116_62_R
All miners are poets and All poets are skaters,117_3_R
All judges are brewers and Some judges are not porters,117_4_R
Some clerks are not models and Some models are managers,117_6_R
All actors are drillers and No nurses are drillers,117_8_R
No therapists are climbers and All therapists are skaters,117_10_R
All investors are barbers and All jugglers are barbers,117_12_R
Some writers are drivers and No hikers are drivers,117_13_R
All painters are auditors and Some cleaners are auditors,117_17_R
No actuaries are boxers and No opticians are boxers,117_20_R
Some athletes are hunters and Some athletes are not lawyers,117_21_R
All gamblers are bakers and No gamblers are sculptors,117_27_R
Some cashiers are poets and No cashiers are waiters,117_28_R
Some architects are not trainers and Some designers are not architects,117_33_R
All scholars are assistants and No assistants are farmers,117_34_R
Some teachers are golfers and Some golfers are not bankers,117_36_R
Some cashiers are not waiters and Some poets are not waiters,117_37_R
All drillers are nurses and Some drillers are actors,117_41_R
Some buyers are cyclists and All cyclists are students,117_42_R
No counselors are riders and Some counselors are joggers,117_44_R
All managers are models and Some clerks are not managers,117_45_R
Some climbers are therapists and Some therapists are skaters,117_48_R
All athletes are lawyers and Some hunters are not lawyers,117_49_R
Some soldiers are not florists and Some editors are florists,117_51_R
No actuaries are opticians and Some opticians are not boxers,117_53_R
No plumbers are lifeguards and All lifeguards are dentists,117_55_R
Some tutors are not butchers and No packers are tutors,117_56_R
No painters are workers and Some actors are not painters,117_57_R
Some poets are not skaters and Some miners are poets,117_58_R
Some pilots are tailors and No tailors are singers,117_60_R
Some fencers are engineers and All campers are engineers,117_61_R
All swimmers are cooks and Some cooks are mayors,117_63_R
All campers are fencers and All fencers are engineers,118_1_R
Some chefs are not scientists and No scientists are runners,118_5_R
No actors are nurses and No nurses are drillers,118_8_R
Some linguists are not carpenters and No divers are carpenters,118_9_R
Some analysts are not travelers and Some travelers are novelists,118_12_R
Some boxers are dancers and No dancers are typists,118_14_R
Some sculptors are not bakers and All bakers are gamblers,118_15_R
Some writers are hikers and No drivers are writers,118_16_R
Some investors are not jugglers and No investors are barbers,118_17_R
All cyclists are students and All buyers are cyclists,118_18_R
All athletes are lawyers and No hunters are athletes,118_20_R
All skaters are therapists and Some climbers are not skaters,118_21_R
All planners are artists and Some surfers are artists,118_24_R
All plumbers are lifeguards and No dentists are lifeguards,118_26_R
Some butchers are tutors and Some tutors are not packers,118_30_R
No opticians are boxers and Some actuaries are not boxers,118_32_R
Some hikers are not drivers and All writers are hikers,118_34_R
Some brokers are not agents and All secretaries are agents,118_36_R
No doctors are tellers and Some climbers are not doctors,118_39_R
All architects are trainers and All architects are designers,118_40_R
Some auditors are cleaners and Some cleaners are painters,118_41_R
No lawyers are hunters and All athletes are lawyers,118_42_R
No workers are actors and All workers are painters,118_44_R
Some poets are not miners and Some poets are not skaters,118_48_R
All gamblers are sculptors and All bakers are sculptors,118_50_R
Some waiters are not poets and Some waiters are cashiers,118_51_R
No skaters are therapists and No climbers are therapists,118_54_R
Some students are buyers and Some cyclists are not buyers,118_55_R
Some editors are soldiers and All florists are editors,118_56_R
Some artists are not planners and Some surfers are planners,118_58_R
All analysts are novelists and No analysts are travelers,118_61_R
Some chemists are not sailors and Some potters are not sailors,118_62_R
All scholars are farmers and Some assistants are scholars,119_2_R
All tellers are climbers and All climbers are doctors,119_3_R
Some swimmers are cooks and Some mayors are swimmers,119_4_R
No miners are poets and Some miners are skaters,119_10_R
All skaters are climbers and All therapists are climbers,119_12_R
Some tutors are butchers and All packers are tutors,119_13_R
Some bakers are sculptors and Some gamblers are not bakers,119_14_R
Some chefs are not scientists and No chefs are runners,119_15_R
Some auditors are painters and All cleaners are painters,119_16_R
All typists are dancers and All boxers are typists,119_18_R
Some dentists are not lifeguards and Some dentists are plumbers,119_19_R
No secretaries are agents and No brokers are agents,119_20_R
No florists are editors and All florists are soldiers,119_21_R
Some lawyers are not athletes and Some athletes are not hunters,119_22_R
All actuaries are boxers and Some opticians are not boxers,119_23_R
Some planners are not artists and No surfers are artists,119_25_R
Some campers are engineers and Some engineers are not fencers,119_26_R
Some golfers are not bankers and Some teachers are not golfers,119_27_R
No porters are brewers and Some judges are porters,119_29_R
No carpenters are linguists and No divers are carpenters,119_30_R
No potters are chemists and Some chemists are not sailors,119_31_R
Some miners are not skaters and Some skaters are poets,119_34_R
All divers are carpenters and Some linguists are not divers,119_35_R
All cooks are swimmers and No swimmers are mayors,119_41_R
No sculptors are gamblers and No gamblers are bakers,119_42_R
No travelers are analysts and Some travelers are not novelists,119_44_R
Some bankers are teachers and No teachers are golfers,119_46_R
No chefs are scientists and All runners are chefs,119_49_R
Some architects are designers and Some architects are not trainers,119_52_R
No engineers are fencers and All fencers are campers,119_60_R
All florists are editors and No soldiers are editors,119_62_R
All singers are tailors and Some pilots are singers,120_0_R
All hunters are lawyers and All lawyers are athletes,120_2_R
No runners are chefs and Some scientists are not chefs,120_5_R
No workers are painters and Some painters are not actors,120_9_R
Some miners are poets and Some skaters are not miners,120_12_R
Some novelists are not travelers and No novelists are analysts,120_17_R
All boxers are actuaries and Some opticians are not boxers,120_18_R
All scholars are assistants and No farmers are scholars,120_20_R
Some surfers are not planners and No artists are surfers,120_22_R
No painters are cleaners and All cleaners are auditors,120_23_R
No mayors are swimmers and Some cooks are not mayors,120_24_R
Some fencers are engineers and All campers are fencers,120_31_R
No artists are surfers and All artists are planners,120_37_R
Some sailors are potters and Some chemists are not potters,120_38_R
All climbers are tellers and All doctors are tellers,120_40_R
All buyers are students and All cyclists are buyers,120_43_R
Some tutors are butchers and No packers are butchers,120_44_R
All designers are trainers and Some designers are not architects,120_45_R
All writers are drivers and Some drivers are hikers,120_46_R
No models are managers and No clerks are models,120_48_R
Some counselors are joggers and No counselors are riders,120_51_R
Some scientists are runners and Some chefs are runners,120_52_R
Some engineers are not fencers and All campers are engineers,120_53_R
Some opticians are not boxers and Some boxers are not actuaries,120_54_R
All miners are poets and Some miners are skaters,120_55_R
Some therapists are not climbers and No climbers are skaters,120_56_R
All soldiers are florists and No editors are florists,120_57_R
All lifeguards are dentists and No dentists are plumbers,120_59_R
No boxers are typists and Some boxers are not dancers,120_60_R
Some bakers are not gamblers and Some sculptors are not bakers,120_62_R
Some assistants are not farmers and Some scholars are assistants,120_63_R
All singers are pilots and All pilots are tailors,121_0_R
No artists are surfers and All planners are surfers,121_2_R
Some brewers are porters and All brewers are judges,121_3_R
No bankers are teachers and Some teachers are not golfers,121_4_R
Some auditors are not painters and All painters are cleaners,121_8_R
Some clerks are models and All managers are clerks,121_12_R
All actuaries are boxers and All actuaries are opticians,121_15_R
Some typists are not boxers and No dancers are boxers,121_18_R
Some chemists are not sailors and All potters are sailors,121_21_R
All jugglers are barbers and Some barbers are investors,121_22_R
Some architects are not designers and Some architects are not trainers,121_26_R
Some actors are not painters and No workers are actors,121_27_R
Some butchers are not tutors and Some packers are tutors,121_28_R
Some assistants are farmers and No scholars are farmers,121_29_R
Some students are buyers and Some students are not cyclists,121_30_R
Some cooks are not mayors and Some swimmers are not cooks,121_31_R
Some potters are not chemists and Some potters are sailors,121_35_R
All climbers are doctors and Some doctors are not tellers,121_36_R
All poets are miners and Some skaters are not poets,121_38_R
No boxers are typists and No dancers are typists,121_39_R
Some clerks are not models and Some models are not managers,121_40_R
No workers are actors and All painters are workers,121_43_R
Some drivers are hikers and Some writers are not drivers,121_47_R
All scientists are runners and No runners are chefs,121_48_R
No jugglers are barbers and Some barbers are investors,121_50_R
Some riders are not joggers and All riders are counselors,121_51_R
All skaters are therapists and No climbers are therapists,121_52_R
No mayors are swimmers and All swimmers are cooks,121_55_R
No scholars are farmers and Some scholars are not assistants,121_56_R
Some dentists are lifeguards and All plumbers are lifeguards,121_57_R
Some campers are fencers and Some fencers are not engineers,121_58_R
All gamblers are bakers and All sculptors are gamblers,121_60_R
Some secretaries are not agents and No secretaries are brokers,121_61_R
All swimmers are mayors and All mayors are cooks,122_0_R
No workers are actors and All painters are actors,122_1_R
All waiters are cashiers and Some poets are waiters,122_2_R
All clerks are models and Some clerks are not managers,122_4_R
All singers are pilots and All tailors are singers,122_5_R
No divers are carpenters and All divers are linguists,122_6_R
No climbers are skaters and No therapists are skaters,122_10_R
Some judges are not brewers and Some brewers are porters,122_11_R
Some jugglers are barbers and Some jugglers are investors,122_15_R
Some architects are not trainers and All trainers are designers,122_16_R
All writers are drivers and Some hikers are not writers,122_17_R
No lifeguards are plumbers and All dentists are lifeguards,122_19_R
All boxers are typists and No typists are dancers,122_21_R
Some buyers are not students and All cyclists are buyers,122_22_R
Some secretaries are brokers and Some brokers are agents,122_23_R
Some soldiers are florists and Some editors are not soldiers,122_27_R
Some surfers are not planners and Some artists are planners,122_28_R
No lawyers are athletes and Some athletes are not hunters,122_29_R
All sculptors are bakers and All gamblers are bakers,122_31_R
Some cashiers are poets and Some waiters are poets,122_34_R
Some climbers are therapists and No therapists are skaters,122_35_R
All painters are cleaners and All painters are auditors,122_36_R
No joggers are counselors and No counselors are riders,122_37_R
Some hunters are not lawyers and No lawyers are athletes,122_40_R
All carpenters are linguists and No divers are carpenters,122_42_R
All dentists are plumbers and No dentists are lifeguards,122_43_R
Some analysts are not travelers and Some novelists are not analysts,122_44_R
Some boxers are not typists and Some dancers are not typists,122_45_R
Some fencers are campers and Some fencers are not engineers,122_46_R
All farmers are scholars and Some assistants are not scholars,122_48_R
All surfers are artists and Some planners are artists,122_50_R
Some workers are not actors and No painters are workers,122_55_R
No brokers are secretaries and Some agents are not secretaries,122_56_R
All boxers are opticians and No actuaries are opticians,122_57_R
All florists are soldiers and Some florists are editors,122_58_R
Some pilots are not singers and Some pilots are tailors,122_60_R
All bankers are golfers and Some golfers are teachers,122_61_R
Some poets are skaters and All miners are poets,122_62_R
No therapists are climbers and All skaters are climbers,123_1_R
Some brokers are secretaries and All brokers are agents,123_2_R
No trainers are designers and Some trainers are not architects,123_4_R
All judges are porters and Some brewers are porters,123_5_R
Some soldiers are not editors and All soldiers are florists,123_11_R
All jugglers are barbers and Some investors are not jugglers,123_16_R
All gamblers are bakers and All gamblers are sculptors,123_20_R
Some writers are hikers and No writers are drivers,123_22_R
Some analysts are novelists and Some travelers are novelists,123_23_R
Some miners are poets and Some miners are skaters,123_25_R
All golfers are bankers and Some teachers are not bankers,123_26_R
Some assistants are not farmers and Some farmers are scholars,123_27_R
Some dentists are lifeguards and Some plumbers are dentists,123_29_R
No chemists are potters and No chemists are sailors,123_30_R
All doctors are climbers and Some doctors are not tellers,123_33_R
Some hikers are drivers and Some drivers are not writers,123_35_R
Some lifeguards are plumbers and Some plumbers are dentists,123_36_R
Some singers are not pilots and No tailors are pilots,123_37_R
Some sailors are potters and All chemists are sailors,123_40_R
No clerks are managers and No models are managers,123_41_R
Some linguists are carpenters and No carpenters are divers,123_44_R
Some poets are waiters and No cashiers are waiters,123_47_R
No packers are butchers and Some packers are tutors,123_48_R
Some teachers are golfers and All bankers are golfers,123_51_R
Some agents are not secretaries and Some brokers are agents,123_54_R
No actuaries are boxers and Some opticians are not actuaries,123_57_R
Some soldiers are not florists and Some soldiers are editors,123_60_R
No typists are dancers and Some boxers are typists,123_62_R
All therapists are skaters and All skaters are climbers,124_0_R
All swimmers are cooks and Some mayors are swimmers,124_1_R
Some actors are not drillers and Some nurses are not drillers,124_4_R
Some tellers are climbers and Some doctors are climbers,124_5_R
All clerks are managers and No models are managers,124_8_R
Some brokers are not secretaries and Some agents are brokers,124_9_R
No editors are florists and No florists are soldiers,124_10_R
Some poets are not waiters and No cashiers are poets,124_11_R
Some cleaners are painters and All auditors are painters,124_12_R
No pilots are singers and Some tailors are pilots,124_14_R
All designers are trainers and No trainers are architects,124_16_R
Some farmers are not assistants and Some scholars are not farmers,124_17_R
Some workers are painters and All actors are workers,124_18_R
Some campers are fencers and No engineers are fencers,124_19_R
No dancers are typists and Some boxers are not dancers,124_20_R
No drivers are hikers and Some writers are not hikers,124_21_R
All linguists are divers and Some linguists are carpenters,124_24_R
No surfers are planners and Some surfers are artists,124_25_R
Some riders are not counselors and Some counselors are joggers,124_28_R
Some tutors are butchers and Some tutors are not packers,124_29_R
Some miners are poets and All poets are skaters,124_30_R
All golfers are bankers and No teachers are golfers,124_32_R
All assistants are farmers and All scholars are farmers,124_33_R
No counselors are riders and No joggers are riders,124_34_R
Some brokers are agents and Some secretaries are not brokers,124_40_R
Some actors are not workers and All workers are painters,124_42_R
Some engineers are not campers and No engineers are fencers,124_46_R
All brewers are porters and Some brewers are not judges,124_47_R
Some auditors are painters and No auditors are cleaners,124_48_R
All mayors are cooks and Some swimmers are cooks,124_49_R
No soldiers are florists and Some florists are editors,124_50_R
Some sailors are not potters and Some potters are not chemists,124_51_R
All actuaries are opticians and No actuaries are boxers,124_54_R
Some writers are not hikers and Some writers are drivers,124_55_R
All surfers are planners and All surfers are artists,124_59_R
All butchers are packers and All packers are tutors,125_0_R
All athletes are lawyers and No hunters are lawyers,125_4_R
Some linguists are carpenters and Some divers are linguists,125_6_R
All climbers are doctors and All climbers are tellers,125_9_R
Some barbers are investors and No investors are jugglers,125_11_R
Some singers are not pilots and All tailors are pilots,125_12_R
All bankers are golfers and Some bankers are not teachers,125_16_R
Some chemists are not sailors and All sailors are potters,125_17_R
All swimmers are mayors and All cooks are swimmers,125_18_R
All secretaries are agents and No secretaries are brokers,125_19_R
All cyclists are buyers and No students are cyclists,125_24_R
No trainers are architects and Some trainers are designers,125_26_R
No waiters are cashiers and Some poets are not cashiers,125_30_R
No doctors are climbers and Some doctors are not tellers,125_34_R
Some cyclists are not buyers and Some cyclists are not students,125_38_R
Some architects are designers and All trainers are architects,125_39_R
No bankers are golfers and All bankers are teachers,125_43_R
All drivers are hikers and Some hikers are not writers,125_44_R
Some sculptors are not bakers and Some bakers are gamblers,125_45_R
Some tailors are singers and Some singers are pilots,125_46_R
No skaters are poets and No poets are miners,125_47_R
Some actors are not drillers and No nurses are actors,125_48_R
Some porters are judges and No brewers are porters,125_49_R
All dentists are plumbers and All lifeguards are plumbers,125_51_R
All counselors are joggers and Some joggers are riders,125_52_R
Some florists are not soldiers and No florists are editors,125_53_R
No agents are secretaries and No brokers are agents,125_54_R
Some cooks are mayors and Some cooks are not swimmers,125_55_R
No therapists are skaters and Some skaters are not climbers,125_60_R
Some actors are workers and Some painters are not actors,125_62_R
Some lawyers are not athletes and All hunters are lawyers,125_63_R
All managers are models and Some clerks are managers,126_0_R
Some trainers are designers and All trainers are architects,126_1_R
All farmers are assistants and All assistants are scholars,126_2_R
Some bakers are sculptors and Some gamblers are bakers,126_4_R
No divers are carpenters and Some divers are not linguists,126_7_R
All pilots are singers and No singers are tailors,126_13_R
Some runners are scientists and No chefs are runners,126_14_R
Some agents are secretaries and No agents are brokers,126_15_R
Some nurses are not actors and Some drillers are nurses,126_17_R
No therapists are skaters and All climbers are therapists,126_18_R
Some golfers are not bankers and All teachers are bankers,126_21_R
All chemists are potters and Some sailors are potters,126_22_R
Some florists are editors and Some soldiers are not editors,126_23_R
Some doctors are tellers and Some tellers are climbers,126_24_R
Some athletes are lawyers and Some hunters are lawyers,126_26_R
All buyers are students and All cyclists are students,126_28_R
No travelers are novelists and Some analysts are novelists,126_31_R
No teachers are golfers and Some bankers are not teachers,126_33_R
No investors are jugglers and Some jugglers are not barbers,126_34_R
All brokers are agents and Some secretaries are not brokers,126_36_R
Some tailors are pilots and All singers are pilots,126_37_R
Some linguists are divers and No divers are carpenters,126_38_R
All climbers are doctors and Some doctors are tellers,126_39_R
Some hunters are not athletes and No hunters are lawyers,126_40_R
Some painters are not workers and No workers are actors,126_41_R
Some nurses are actors and Some drillers are not nurses,126_43_R
Some tutors are not butchers and All butchers are packers,126_48_R
No mayors are cooks and All mayors are swimmers,126_50_R
All cleaners are auditors and All cleaners are painters,126_51_R
No gamblers are sculptors and Some bakers are gamblers,126_55_R
Some scholars are farmers and No assistants are farmers,126_59_R
All judges are porters and All brewers are judges,126_61_R
Some campers are engineers and All engineers are fencers,126_63_R
No bankers are golfers and All teachers are golfers,127_0_R
No tutors are butchers and Some butchers are not packers,127_4_R
Some gamblers are not sculptors and Some bakers are gamblers,127_5_R
No auditors are painters and Some cleaners are not painters,127_6_R
Some artists are not planners and All surfers are artists,127_7_R
No writers are drivers and No drivers are hikers,127_8_R
Some cyclists are not buyers and No cyclists are students,127_9_R
Some investors are not barbers and Some investors are jugglers,127_10_R
All drillers are nurses and Some nurses are not actors,127_14_R
Some poets are skaters and Some skaters are not miners,127_15_R
Some dentists are not lifeguards and All dentists are plumbers,127_20_R
Some tailors are not singers and Some singers are not pilots,127_22_R
No actors are painters and Some actors are not workers,127_23_R
No runners are scientists and No chefs are scientists,127_28_R
Some counselors are not joggers and Some riders are not joggers,127_29_R
All assistants are scholars and All farmers are assistants,127_30_R
All potters are chemists and Some chemists are sailors,127_31_R
Some engineers are fencers and Some campers are engineers,127_32_R
All typists are dancers and No typists are boxers,127_33_R
No counselors are joggers and Some riders are joggers,127_34_R
No cleaners are auditors and Some auditors are painters,127_38_R
All runners are chefs and No scientists are runners,127_40_R
Some buyers are not cyclists and Some buyers are not students,127_41_R
Some boxers are not opticians and All actuaries are opticians,127_44_R
Some singers are tailors and No pilots are tailors,127_45_R
All dentists are lifeguards and No lifeguards are plumbers,127_47_R
Some managers are models and Some managers are not clerks,127_48_R
All planners are surfers and Some artists are not planners,127_49_R
Some athletes are not lawyers and No hunters are athletes,127_52_R
No soldiers are florists and All editors are soldiers,127_54_R
No brokers are agents and No brokers are secretaries,127_55_R
Some hikers are writers and All drivers are hikers,127_56_R
Some mayors are swimmers and All cooks are swimmers,127_57_R
All actors are nurses and Some drillers are nurses,127_59_R
Some scholars are farmers and Some assistants are not scholars,127_61_R
All runners are scientists and Some chefs are runners,128_0_R
Some bakers are gamblers and All sculptors are bakers,128_5_R
Some porters are not brewers and Some judges are porters,128_6_R
Some butchers are not packers and No butchers are tutors,128_7_R
No painters are cleaners and Some auditors are painters,128_8_R
Some analysts are novelists and Some novelists are not travelers,128_9_R
Some climbers are not doctors and Some climbers are not tellers,128_11_R
Some linguists are not divers and Some divers are carpenters,128_12_R
All scholars are farmers and Some farmers are not assistants,128_14_R
Some plumbers are not dentists and All lifeguards are plumbers,128_16_R
Some actors are not painters and No painters are workers,128_17_R
All engineers are campers and No campers are fencers,128_19_R
All dancers are boxers and Some dancers are not typists,128_22_R
All drillers are nurses and No drillers are actors,128_23_R
Some architects are trainers and No designers are trainers,128_25_R
Some teachers are not bankers and Some golfers are not bankers,128_27_R
All skaters are poets and Some miners are not skaters,128_28_R
Some athletes are not hunters and No lawyers are athletes,128_29_R
Some swimmers are mayors and All mayors are cooks,128_30_R
Some teachers are golfers and Some bankers are teachers,128_32_R
Some painters are cleaners and Some painters are auditors,128_34_R
Some investors are not jugglers and No barbers are jugglers,128_35_R
All linguists are carpenters and All divers are carpenters,128_36_R
Some potters are not chemists and Some sailors are chemists,128_39_R
No doctors are tellers and No tellers are climbers,128_41_R
Some boxers are actuaries and Some opticians are not boxers,128_42_R
No skaters are miners and Some miners are not poets,128_46_R
No hunters are athletes and Some lawyers are athletes,128_47_R
No scholars are farmers and All farmers are assistants,128_48_R
All trainers are architects and All designers are trainers,128_49_R
Some bakers are not gamblers and All gamblers are sculptors,128_51_R
No scientists are chefs and No runners are scientists,128_52_R
All actors are drillers and Some nurses are drillers,128_57_R
All surfers are planners and Some artists are not planners,128_58_R
Some students are buyers and No students are cyclists,128_63_R
All skaters are poets and All poets are miners,129_2_R
No tutors are packers and All butchers are packers,129_3_R
Some surfers are not artists and Some planners are surfers,129_12_R
No sailors are chemists and Some potters are sailors,129_13_R
All climbers are tellers and Some doctors are not tellers,129_14_R
No painters are actors and All actors are workers,129_17_R
All poets are waiters and Some poets are not cashiers,129_19_R
Some drillers are actors and No nurses are drillers,129_21_R
All engineers are campers and All fencers are campers,129_23_R
Some swimmers are not cooks and All cooks are mayors,129_24_R
All students are cyclists and All students are buyers,129_25_R
Some florists are editors and Some soldiers are editors,129_26_R
Some skaters are not climbers and Some climbers are therapists,129_31_R
Some architects are not trainers and No designers are architects,129_32_R
Some poets are not cashiers and No poets are waiters,129_35_R
Some linguists are not carpenters and All linguists are divers,129_37_R
Some teachers are not bankers and All golfers are bankers,129_38_R
Some brewers are not porters and Some brewers are not judges,129_40_R
No counselors are riders and Some riders are not joggers,129_41_R
Some tailors are not singers and Some pilots are singers,129_42_R
No managers are models and No models are clerks,129_44_R
Some actors are not painters and Some painters are not workers,129_47_R
No chemists are sailors and All chemists are potters,129_48_R
Some campers are not fencers and No fencers are engineers,129_49_R
Some mayors are swimmers and Some swimmers are not cooks,129_50_R
All bakers are sculptors and No gamblers are bakers,129_52_R
Some auditors are cleaners and All painters are auditors,129_57_R
Some packers are tutors and No packers are butchers,129_61_R
No athletes are hunters and No lawyers are hunters,129_63_R
All cleaners are auditors and Some painters are cleaners,130_0_R
No cooks are swimmers and All mayors are swimmers,130_1_R
All investors are jugglers and All jugglers are barbers,130_3_R
Some soldiers are not florists and No editors are florists,130_4_R
Some boxers are not actuaries and Some opticians are not boxers,130_5_R
All chemists are potters and No sailors are potters,130_6_R
Some drillers are nurses and Some drillers are actors,130_8_R
Some porters are not brewers and No porters are judges,130_18_R
Some secretaries are not brokers and No agents are secretaries,130_20_R
No managers are models and Some managers are not clerks,130_24_R
Some dentists are not plumbers and All lifeguards are plumbers,130_26_R
All scientists are runners and Some scientists are chefs,130_27_R
All gamblers are sculptors and Some gamblers are not bakers,130_28_R
No doctors are climbers and No doctors are tellers,130_30_R
All teachers are bankers and Some golfers are not teachers,130_31_R
Some students are not cyclists and Some buyers are students,130_33_R
No engineers are campers and Some fencers are not engineers,130_35_R
No actors are nurses and All drillers are actors,130_39_R
Some therapists are climbers and No climbers are skaters,130_41_R
Some poets are not skaters and Some poets are not miners,130_43_R
All porters are judges and Some judges are brewers,130_47_R
Some soldiers are not editors and Some florists are editors,130_48_R
Some swimmers are cooks and Some mayors are not swimmers,130_50_R
Some painters are not cleaners and Some cleaners are not auditors,130_53_R
Some doctors are not climbers and Some climbers are tellers,130_54_R
No athletes are lawyers and Some hunters are athletes,130_55_R
Some trainers are designers and All designers are architects,130_56_R
No carpenters are linguists and No linguists are divers,130_59_R
Some tutors are butchers and Some butchers are packers,130_60_R
Some managers are clerks and Some models are clerks,130_61_R
Some counselors are riders and All counselors are joggers,131_0_R
All soldiers are florists and All florists are editors,131_1_R
Some sailors are potters and Some chemists are not sailors,131_4_R
Some artists are not surfers and All surfers are planners,131_7_R
No brewers are judges and No porters are judges,131_8_R
Some linguists are carpenters and Some divers are not carpenters,131_9_R
Some travelers are analysts and Some travelers are not novelists,131_10_R
No cooks are swimmers and No cooks are mayors,131_13_R
Some drillers are not actors and All drillers are nurses,131_14_R
Some models are clerks and Some clerks are not managers,131_15_R
Some workers are actors and All painters are actors,131_17_R
Some poets are not miners and All skaters are poets,131_18_R
No butchers are packers and No tutors are butchers,131_19_R
No waiters are cashiers and Some cashiers are not poets,131_23_R
No sculptors are gamblers and All sculptors are bakers,131_24_R
All cyclists are buyers and All students are cyclists,131_26_R
All opticians are actuaries and Some actuaries are not boxers,131_27_R
Some scholars are not assistants and No scholars are farmers,131_30_R
Some secretaries are not brokers and Some agents are brokers,131_31_R
Some mayors are swimmers and All swimmers are cooks,131_32_R
All runners are scientists and Some chefs are scientists,131_34_R
All campers are fencers and All engineers are fencers,131_35_R
