id_seq,sentenced,choice_str,choice_union_pred
128_8,No painters are cleaners and Some auditors are painters,"['All cleaners are auditors', 'All auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are not auditors', 'Some auditors are not cleaners', 'No cleaners are auditors', 'No auditors are cleaners', 'NVC']","[0.1207512803375721, 0.09782409761101007, 1.7498208209872246, 0.27223832439631224, 73.09816479682922, 28.431233763694763, 5.683194100856781, 6.073401123285294, -1]"
128_9,Some analysts are novelists and Some novelists are not travelers,"['All analysts are travelers', 'All travelers are analysts', 'Some analysts are travelers', 'Some travelers are analysts', 'Some analysts are not travelers', 'Some travelers are not analysts', 'No analysts are travelers', 'No travelers are analysts', 'NVC']","[0.02457886002957821, 0.08468949235975742, 2.896835468709469, 5.433506518602371, 45.83309590816498, 84.79226231575012, 0.38577341474592686, 0.8446728810667992, -1]"
128_10,All skaters are therapists and No climbers are skaters,"['All therapists are climbers', 'All climbers are therapists', 'Some therapists are climbers', 'Some climbers are therapists', 'Some therapists are not climbers', 'Some climbers are not therapists', 'No therapists are climbers', 'No climbers are therapists', 'NVC']","[0.06611392018385231, 0.048435135977342725, 7.110810279846191, 4.059092327952385, 26.340514421463013, 61.196720600128174, 99.11818504333496, 87.54123449325562, -1]"
128_11,Some climbers are not doctors and Some climbers are not tellers,"['All doctors are tellers', 'All tellers are doctors', 'Some doctors are tellers', 'Some tellers are doctors', 'Some doctors are not tellers', 'Some tellers are not doctors', 'No doctors are tellers', 'No tellers are doctors', 'NVC']","[0.06665320252068341, 0.20177881233394146, 9.942080825567245, 8.786667138338089, 4.509352147579193, 26.903235912322998, 1.6010100021958351, 2.0932715386152267, -1]"
128_12,Some linguists are not divers and Some divers are carpenters,"['All linguists are carpenters', 'All carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are not carpenters', 'Some carpenters are not linguists', 'No linguists are carpenters', 'No carpenters are linguists', 'NVC']","[0.017808527627494186, 0.018785778956953436, 12.889911234378815, 3.213147446513176, 76.55087113380432, 30.197784304618835, 0.6020448170602322, 0.18098156433552504, -1]"
128_13,All tailors are singers and Some singers are pilots,"['All tailors are pilots', 'All pilots are tailors', 'Some tailors are pilots', 'Some pilots are tailors', 'Some tailors are not pilots', 'Some pilots are not tailors', 'No tailors are pilots', 'No pilots are tailors', 'NVC']","[0.16541224904358387, 0.07271275389939547, 89.56924080848694, 6.160712614655495, 35.57641804218292, 63.06184530258179, 0.47188708558678627, 0.7115847431123257, -1]"
128_14,All scholars are farmers and Some farmers are not assistants,"['All scholars are assistants', 'All assistants are scholars', 'Some scholars are assistants', 'Some assistants are scholars', 'Some scholars are not assistants', 'Some assistants are not scholars', 'No scholars are assistants', 'No assistants are scholars', 'NVC']","[4.528006911277771, 0.4237136337906122, 40.987083315849304, 16.442878544330597, 98.53841662406921, 93.42899322509766, 11.102289706468582, 28.611427545547485, -1]"
128_15,All actuaries are boxers and Some actuaries are opticians,"['All boxers are opticians', 'All opticians are boxers', 'Some boxers are opticians', 'Some opticians are boxers', 'Some boxers are not opticians', 'Some opticians are not boxers', 'No boxers are opticians', 'No opticians are boxers', 'NVC']","[0.10781906312331557, 0.057184434263035655, 98.27149510383606, 6.117484346032143, 2.4045605212450027, 87.5303328037262, 0.03627937403507531, 0.11838783975690603, -1]"
128_16,Some plumbers are not dentists and All lifeguards are plumbers,"['All dentists are lifeguards', 'All lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are not lifeguards', 'Some lifeguards are not dentists', 'No dentists are lifeguards', 'No lifeguards are dentists', 'NVC']","[0.042018789099529386, 0.028510691481642425, 0.44109486043453217, 0.09874409297481179, 20.25594264268875, 9.892972558736801, 16.56668335199356, 7.138354331254959, -1]"
128_17,Some actors are not painters and No painters are workers,"['All actors are workers', 'All workers are actors', 'Some actors are workers', 'Some workers are actors', 'Some actors are not workers', 'Some workers are not actors', 'No actors are workers', 'No workers are actors', 'NVC']","[0.4100250545889139, 3.896428644657135, 1.6482369974255562, 65.22883176803589, 99.30071830749512, 34.18937921524048, 98.99893999099731, 92.48513579368591, -1]"
128_18,No hikers are writers and All drivers are hikers,"['All writers are drivers', 'All drivers are writers', 'Some writers are drivers', 'Some drivers are writers', 'Some writers are not drivers', 'Some drivers are not writers', 'No writers are drivers', 'No drivers are writers', 'NVC']","[0.26016728952527046, 0.1656552660278976, 1.783951185643673, 0.34181070514023304, 16.21362268924713, 6.1265721917152405, 28.74465584754944, 19.05975192785263, -1]"
128_19,All engineers are campers and No campers are fencers,"['All engineers are fencers', 'All fencers are engineers', 'Some engineers are fencers', 'Some fencers are engineers', 'Some engineers are not fencers', 'Some fencers are not engineers', 'No engineers are fencers', 'No fencers are engineers', 'NVC']","[0.08012948674149811, 0.11946356389671564, 2.566863037645817, 1.5654755756258965, 67.42646098136902, 66.23337268829346, 99.95304346084595, 99.79804158210754, -1]"
128_20,All clerks are managers and No models are managers,"['All clerks are models', 'All models are clerks', 'Some clerks are models', 'Some models are clerks', 'Some clerks are not models', 'Some models are not clerks', 'No clerks are models', 'No models are clerks', 'NVC']","[0.2413197886198759, 0.1763368956744671, 5.9954144060611725, 6.001086160540581, 11.815061420202255, 93.2195782661438, 98.0412244796753, 30.946344137191772, -1]"
128_21,No sailors are chemists and Some sailors are potters,"['All chemists are potters', 'All potters are chemists', 'Some chemists are potters', 'Some potters are chemists', 'Some chemists are not potters', 'Some potters are not chemists', 'No chemists are potters', 'No potters are chemists', 'NVC']","[0.028048624517396092, 0.023560371482744813, 66.78273677825928, 1.0127026587724686, 20.05176991224289, 99.54909682273865, 20.75015753507614, 53.12412977218628, -1]"
128_22,All dancers are boxers and Some dancers are not typists,"['All boxers are typists', 'All typists are boxers', 'Some boxers are typists', 'Some typists are boxers', 'Some boxers are not typists', 'Some typists are not boxers', 'No boxers are typists', 'No typists are boxers', 'NVC']","[0.16649345634505153, 0.17138703260570765, 6.517062336206436, 2.4740397930145264, 59.85118746757507, 18.15929412841797, 0.9900891222059727, 1.182254869490862, -1]"
128_23,All drillers are nurses and No drillers are actors,"['All nurses are actors', 'All actors are nurses', 'Some nurses are actors', 'Some actors are nurses', 'Some nurses are not actors', 'Some actors are not nurses', 'No nurses are actors', 'No actors are nurses', 'NVC']","[0.06496143178083003, 0.49562258645892143, 0.8959788829088211, 2.779332362115383, 39.84074890613556, 65.77692031860352, 99.90389347076416, 99.90066885948181, -1]"
128_24,Some students are not buyers and All cyclists are buyers,"['All students are cyclists', 'All cyclists are students', 'Some students are cyclists', 'Some cyclists are students', 'Some students are not cyclists', 'Some cyclists are not students', 'No students are cyclists', 'No cyclists are students', 'NVC']","[24.028952419757843, 0.2983903745189309, 32.28507936000824, 66.35099649429321, 89.41158056259155, 46.53535187244415, 1.120094396173954, 2.640768885612488, -1]"
128_25,Some architects are trainers and No designers are trainers,"['All architects are designers', 'All designers are architects', 'Some architects are designers', 'Some designers are architects', 'Some architects are not designers', 'Some designers are not architects', 'No architects are designers', 'No designers are architects', 'NVC']","[0.41592386551201344, 2.542099356651306, 2.1485643461346626, 10.535339266061783, 77.9715895652771, 85.75735688209534, 98.66438508033752, 67.33253598213196, -1]"
128_26,Some planners are surfers and Some planners are not artists,"['All surfers are artists', 'All artists are surfers', 'Some surfers are artists', 'Some artists are surfers', 'Some surfers are not artists', 'Some artists are not surfers', 'No surfers are artists', 'No artists are surfers', 'NVC']","[0.19174243789166212, 0.03802836581598967, 1.7113296315073967, 1.4860501512885094, 22.89406657218933, 13.11531513929367, 0.4297159146517515, 0.5857905838638544, -1]"
128_27,Some teachers are not bankers and Some golfers are not bankers,"['All teachers are golfers', 'All golfers are teachers', 'Some teachers are golfers', 'Some golfers are teachers', 'Some teachers are not golfers', 'Some golfers are not teachers', 'No teachers are golfers', 'No golfers are teachers', 'NVC']","[0.04108056309632957, 0.03468015056569129, 31.39767348766327, 28.933098912239075, 6.880770623683929, 62.61070370674133, 0.09133544517681003, 0.17390670254826546, -1]"
128_28,All skaters are poets and Some miners are not skaters,"['All poets are miners', 'All miners are poets', 'Some poets are miners', 'Some miners are poets', 'Some poets are not miners', 'Some miners are not poets', 'No poets are miners', 'No miners are poets', 'NVC']","[0.12012538500130177, 0.039357299101538956, 51.1871874332428, 9.386902302503586, 51.16159915924072, 97.29589819908142, 0.7361358031630516, 0.2792022889479995, -1]"
128_29,Some athletes are not hunters and No lawyers are athletes,"['All hunters are lawyers', 'All lawyers are hunters', 'Some hunters are lawyers', 'Some lawyers are hunters', 'Some hunters are not lawyers', 'Some lawyers are not hunters', 'No hunters are lawyers', 'No lawyers are hunters', 'NVC']","[0.2962237223982811, 0.10973535245284438, 11.288297176361084, 2.6536116376519203, 46.044597029685974, 25.006884336471558, 39.41510021686554, 11.92932203412056, -1]"
128_30,Some swimmers are mayors and All mayors are cooks,"['All swimmers are cooks', 'All cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are not cooks', 'Some cooks are not swimmers', 'No swimmers are cooks', 'No cooks are swimmers', 'NVC']","[82.82241821289062, 0.5081550683826208, 20.107078552246094, 10.32560020685196, 2.5531305000185966, 11.147189885377884, 0.7099587004631758, 0.683191604912281, -1]"
128_31,Some barbers are investors and No investors are jugglers,"['All barbers are jugglers', 'All jugglers are barbers', 'Some barbers are jugglers', 'Some jugglers are barbers', 'Some barbers are not jugglers', 'Some jugglers are not barbers', 'No barbers are jugglers', 'No jugglers are barbers', 'NVC']","[0.043563052895478904, 0.1523285754956305, 0.9755302220582962, 0.4878951236605644, 81.23066425323486, 77.3575484752655, 99.85954165458679, 98.54868650436401, -1]"
128_32,Some teachers are golfers and Some bankers are teachers,"['All golfers are bankers', 'All bankers are golfers', 'Some golfers are bankers', 'Some bankers are golfers', 'Some golfers are not bankers', 'Some bankers are not golfers', 'No golfers are bankers', 'No bankers are golfers', 'NVC']","[0.010855901200557128, 0.010753583046607673, 5.358871817588806, 3.008570149540901, 1.9837036728858948, 3.8077615201473236, 0.051675550639629364, 0.0724992947652936, -1]"
128_33,Some fencers are campers and No engineers are fencers,"['All campers are engineers', 'All engineers are campers', 'Some campers are engineers', 'Some engineers are campers', 'Some campers are not engineers', 'Some engineers are not campers', 'No campers are engineers', 'No engineers are campers', 'NVC']","[0.3592008026316762, 0.08354827295988798, 3.607655316591263, 3.9197728037834167, 94.70927715301514, 90.6240701675415, 99.52895641326904, 86.88337206840515, -1]"
128_34,Some painters are cleaners and Some painters are auditors,"['All cleaners are auditors', 'All auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are not auditors', 'Some auditors are not cleaners', 'No cleaners are auditors', 'No auditors are cleaners', 'NVC']","[0.011676246504066512, 0.006807688623666763, 11.320776492357254, 38.73525857925415, 1.5159988775849342, 1.0297900065779686, 0.012951035751029849, 0.02745177480392158, -1]"
128_35,Some investors are not jugglers and No barbers are jugglers,"['All investors are barbers', 'All barbers are investors', 'Some investors are barbers', 'Some barbers are investors', 'Some investors are not barbers', 'Some barbers are not investors', 'No investors are barbers', 'No barbers are investors', 'NVC']","[0.12499765725806355, 1.601683348417282, 4.236492142081261, 2.850097045302391, 36.933544278144836, 61.37166619300842, 53.578031063079834, 32.962557673454285, -1]"
128_36,All linguists are carpenters and All divers are carpenters,"['All linguists are divers', 'All divers are linguists', 'Some linguists are divers', 'Some divers are linguists', 'Some linguists are not divers', 'Some divers are not linguists', 'No linguists are divers', 'No divers are linguists', 'NVC']","[11.615705490112305, 8.092113584280014, 1.883307658135891, 3.6568533629179, 2.2854380309581757, 1.735551841557026, 0.1293521374464035, 0.1374295330606401, -1]"
128_37,No drivers are hikers and Some hikers are writers,"['All drivers are writers', 'All writers are drivers', 'Some drivers are writers', 'Some writers are drivers', 'Some drivers are not writers', 'Some writers are not drivers', 'No drivers are writers', 'No writers are drivers', 'NVC']","[0.06385350716300309, 0.13092857552692294, 10.649698227643967, 0.8133613504469395, 44.01586353778839, 76.29944086074829, 2.8178513050079346, 6.004074588418007, -1]"
128_38,Some soldiers are not florists and Some soldiers are editors,"['All florists are editors', 'All editors are florists', 'Some florists are editors', 'Some editors are florists', 'Some florists are not editors', 'Some editors are not florists', 'No florists are editors', 'No editors are florists', 'NVC']","[0.013831684191245586, 0.007325693150050938, 0.8388184010982513, 0.04999306402169168, 12.224189192056656, 31.378906965255737, 0.12136278674006462, 0.21772650070488453, -1]"
128_39,Some potters are not chemists and Some sailors are chemists,"['All potters are sailors', 'All sailors are potters', 'Some potters are sailors', 'Some sailors are potters', 'Some potters are not sailors', 'Some sailors are not potters', 'No potters are sailors', 'No sailors are potters', 'NVC']","[0.02993322559632361, 0.0343985011568293, 4.244574159383774, 1.4253647066652775, 82.85360932350159, 5.356807634234428, 0.7180878892540932, 0.34462937619537115, -1]"
128_40,Some secretaries are brokers and Some brokers are agents,"['All secretaries are agents', 'All agents are secretaries', 'Some secretaries are agents', 'Some agents are secretaries', 'Some secretaries are not agents', 'Some agents are not secretaries', 'No secretaries are agents', 'No agents are secretaries', 'NVC']","[0.014553205983247608, 0.025185634149238467, 61.88764572143555, 20.277298986911774, 1.8054760992527008, 14.289423823356628, 0.10628513991832733, 0.09237357880920172, -1]"
128_41,No doctors are tellers and No tellers are climbers,"['All doctors are climbers', 'All climbers are doctors', 'Some doctors are climbers', 'Some climbers are doctors', 'Some doctors are not climbers', 'Some climbers are not doctors', 'No doctors are climbers', 'No climbers are doctors', 'NVC']","[0.28694223146885633, 0.2518018241971731, 5.368590354919434, 1.6106223687529564, 62.92974352836609, 50.84027051925659, 99.23303723335266, 99.46780204772949, -1]"
128_42,Some boxers are actuaries and Some opticians are not boxers,"['All actuaries are opticians', 'All opticians are actuaries', 'Some actuaries are opticians', 'Some opticians are actuaries', 'Some actuaries are not opticians', 'Some opticians are not actuaries', 'No actuaries are opticians', 'No opticians are actuaries', 'NVC']","[0.034865408088080585, 0.022516438912134618, 33.77940356731415, 5.717859789729118, 18.86734962463379, 94.3761944770813, 0.09684067917987704, 0.11355318129062653, -1]"
128_43,Some cooks are not mayors and Some mayors are not swimmers,"['All cooks are swimmers', 'All swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are not swimmers', 'Some swimmers are not cooks', 'No cooks are swimmers', 'No swimmers are cooks', 'NVC']","[0.03143606300000101, 0.07744505419395864, 1.3787394389510155, 5.175618827342987, 62.44300603866577, 15.075385570526123, 1.7523346468806267, 3.5942580550909042, -1]"
128_44,Some dentists are not plumbers and All dentists are lifeguards,"['All plumbers are lifeguards', 'All lifeguards are plumbers', 'Some plumbers are lifeguards', 'Some lifeguards are plumbers', 'Some plumbers are not lifeguards', 'Some lifeguards are not plumbers', 'No plumbers are lifeguards', 'No lifeguards are plumbers', 'NVC']","[0.03601142088882625, 0.03147820243611932, 1.3732900843024254, 0.4315020050853491, 7.879404723644257, 4.09536138176918, 2.7351567521691322, 2.3388532921671867, -1]"
128_45,No counselors are joggers and Some riders are not joggers,"['All counselors are riders', 'All riders are counselors', 'Some counselors are riders', 'Some riders are counselors', 'Some counselors are not riders', 'Some riders are not counselors', 'No counselors are riders', 'No riders are counselors', 'NVC']","[75.12972354888916, 0.2181065734475851, 96.16803526878357, 79.77625727653503, 58.49828124046326, 99.45830702781677, 45.28265297412872, 31.58452808856964, -1]"
128_46,No skaters are miners and Some miners are not poets,"['All skaters are poets', 'All poets are skaters', 'Some skaters are poets', 'Some poets are skaters', 'Some skaters are not poets', 'Some poets are not skaters', 'No skaters are poets', 'No poets are skaters', 'NVC']","[0.05385145195759833, 0.07378053269349039, 0.4189940635114908, 0.5363542586565018, 11.472245305776596, 20.668886601924896, 16.688840091228485, 27.43801474571228, -1]"
128_47,No hunters are athletes and Some lawyers are athletes,"['All hunters are lawyers', 'All lawyers are hunters', 'Some hunters are lawyers', 'Some lawyers are hunters', 'Some hunters are not lawyers', 'Some lawyers are not hunters', 'No hunters are lawyers', 'No lawyers are hunters', 'NVC']","[2.1424012258648872, 0.06394884549081326, 4.968474805355072, 0.5842555314302444, 46.928876638412476, 5.764726176857948, 5.284974351525307, 5.041099339723587, -1]"
128_48,No scholars are farmers and All farmers are assistants,"['All scholars are assistants', 'All assistants are scholars', 'Some scholars are assistants', 'Some assistants are scholars', 'Some scholars are not assistants', 'Some assistants are not scholars', 'No scholars are assistants', 'No assistants are scholars', 'NVC']","[85.45141220092773, 0.5755720660090446, 29.187774658203125, 3.6421284079551697, 29.988369345664978, 22.70069569349289, 5.633196979761124, 22.722356021404266, -1]"
128_49,All trainers are architects and All designers are trainers,"['All architects are designers', 'All designers are architects', 'Some architects are designers', 'Some designers are architects', 'Some architects are not designers', 'Some designers are not architects', 'No architects are designers', 'No designers are architects', 'NVC']","[31.3455730676651, 2.1449709311127663, 4.711592569947243, 0.9996420703828335, 2.074643038213253, 2.2107917815446854, 0.39725396782159805, 0.12983621563762426, -1]"
128_50,No butchers are packers and No butchers are tutors,"['All packers are tutors', 'All tutors are packers', 'Some packers are tutors', 'Some tutors are packers', 'Some packers are not tutors', 'Some tutors are not packers', 'No packers are tutors', 'No tutors are packers', 'NVC']","[0.05488296737894416, 0.09513901895843446, 1.1891921050846577, 3.1163837760686874, 40.02674221992493, 18.899473547935486, 99.80149269104004, 92.1068787574768, -1]"
128_51,Some bakers are not gamblers and All gamblers are sculptors,"['All bakers are sculptors', 'All sculptors are bakers', 'Some bakers are sculptors', 'Some sculptors are bakers', 'Some bakers are not sculptors', 'Some sculptors are not bakers', 'No bakers are sculptors', 'No sculptors are bakers', 'NVC']","[0.4779502749443054, 0.12133526615798473, 11.620063334703445, 3.3954113721847534, 85.38371324539185, 25.687366724014282, 3.5357143729925156, 2.8484759852290154, -1]"
128_52,No scientists are chefs and No runners are scientists,"['All chefs are runners', 'All runners are chefs', 'Some chefs are runners', 'Some runners are chefs', 'Some chefs are not runners', 'Some runners are not chefs', 'No chefs are runners', 'No runners are chefs', 'NVC']","[0.35966960713267326, 1.5426913276314735, 3.5209819674491882, 8.589652180671692, 19.868382811546326, 45.740488171577454, 57.6989471912384, 57.80954360961914, -1]"
128_53,No therapists are climbers and No skaters are climbers,"['All therapists are skaters', 'All skaters are therapists', 'Some therapists are skaters', 'Some skaters are therapists', 'Some therapists are not skaters', 'Some skaters are not therapists', 'No therapists are skaters', 'No skaters are therapists', 'NVC']","[6.351650506258011, 0.27693482115864754, 7.607204467058182, 1.7181232571601868, 24.444465339183807, 63.950467109680176, 66.18825197219849, 85.42327880859375, -1]"
128_54,Some pilots are tailors and All singers are tailors,"['All pilots are singers', 'All singers are pilots', 'Some pilots are singers', 'Some singers are pilots', 'Some pilots are not singers', 'Some singers are not pilots', 'No pilots are singers', 'No singers are pilots', 'NVC']","[0.23715151473879814, 0.07692853105254471, 2.9646331444382668, 1.3626263476908207, 1.5935355797410011, 2.671845257282257, 0.1626020297408104, 0.15727258287370205, -1]"
128_55,No clerks are models and Some managers are not clerks,"['All models are managers', 'All managers are models', 'Some models are managers', 'Some managers are models', 'Some models are not managers', 'Some managers are not models', 'No models are managers', 'No managers are models', 'NVC']","[1.4363577589392662, 0.8781125769019127, 77.45198011398315, 29.340830445289612, 17.200465500354767, 98.17372560501099, 10.817883163690567, 7.959757000207901, -1]"
128_56,No cashiers are waiters and Some cashiers are not poets,"['All waiters are poets', 'All poets are waiters', 'Some waiters are poets', 'Some poets are waiters', 'Some waiters are not poets', 'Some poets are not waiters', 'No waiters are poets', 'No poets are waiters', 'NVC']","[0.07033079164102674, 0.10785285849124193, 6.80193305015564, 10.287774354219437, 9.849157184362411, 39.303722977638245, 61.39078140258789, 79.42437529563904, -1]"
128_57,All actors are drillers and Some nurses are drillers,"['All actors are nurses', 'All nurses are actors', 'Some actors are nurses', 'Some nurses are actors', 'Some actors are not nurses', 'Some nurses are not actors', 'No actors are nurses', 'No nurses are actors', 'NVC']","[0.05183973698876798, 0.03932236286345869, 9.137307107448578, 1.3827688992023468, 6.110640987753868, 13.007663190364838, 0.15561426989734173, 0.06736198556609452, -1]"
128_58,All surfers are planners and Some artists are not planners,"['All surfers are artists', 'All artists are surfers', 'Some surfers are artists', 'Some artists are surfers', 'Some surfers are not artists', 'Some artists are not surfers', 'No surfers are artists', 'No artists are surfers', 'NVC']","[0.05289788241498172, 0.2650484209880233, 23.803305625915527, 7.288436591625214, 34.043699502944946, 39.96230363845825, 0.5591441411525011, 0.28584632091224194, -1]"
128_59,Some novelists are analysts and Some travelers are analysts,"['All novelists are travelers', 'All travelers are novelists', 'Some novelists are travelers', 'Some travelers are novelists', 'Some novelists are not travelers', 'Some travelers are not novelists', 'No novelists are travelers', 'No travelers are novelists', 'NVC']","[0.043903483310714364, 0.015192983846645802, 53.026002645492554, 7.552792131900787, 4.854964464902878, 18.136028945446014, 0.21025442983955145, 0.17521673580631614, -1]"
128_60,Some actors are painters and Some workers are not painters,"['All actors are workers', 'All workers are actors', 'Some actors are workers', 'Some workers are actors', 'Some actors are not workers', 'Some workers are not actors', 'No actors are workers', 'No workers are actors', 'NVC']","[0.03401766007300466, 0.030707955011166632, 1.8465904518961906, 1.0040218010544777, 0.7697275374084711, 60.986119508743286, 0.06408148328773677, 0.3621618263423443, -1]"
128_61,Some porters are not brewers and Some judges are not porters,"['All brewers are judges', 'All judges are brewers', 'Some brewers are judges', 'Some judges are brewers', 'Some brewers are not judges', 'Some judges are not brewers', 'No brewers are judges', 'No judges are brewers', 'NVC']","[0.05067975143902004, 0.022693256323691458, 2.593475580215454, 3.738592565059662, 41.09959602355957, 64.41742777824402, 0.27146341744810343, 0.3304070793092251, -1]"
128_62,All boxers are dancers and All boxers are typists,"['All dancers are typists', 'All typists are dancers', 'Some dancers are typists', 'Some typists are dancers', 'Some dancers are not typists', 'Some typists are not dancers', 'No dancers are typists', 'No typists are dancers', 'NVC']","[6.955653429031372, 0.2726627513766289, 0.3696335479617119, 0.25975541211664677, 0.5823017563670874, 0.6473556626588106, 0.03854972601402551, 0.042684885556809604, -1]"
128_63,Some students are buyers and No students are cyclists,"['All buyers are cyclists', 'All cyclists are buyers', 'Some buyers are cyclists', 'Some cyclists are buyers', 'Some buyers are not cyclists', 'Some cyclists are not buyers', 'No buyers are cyclists', 'No cyclists are buyers', 'NVC']","[0.04460903292056173, 0.03699243243318051, 0.46709165908396244, 0.7418699562549591, 86.98446750640869, 86.10764145851135, 99.44456815719604, 99.70675110816956, -1]"
129_0,All boxers are opticians and Some actuaries are boxers,"['All opticians are actuaries', 'All actuaries are opticians', 'Some opticians are actuaries', 'Some actuaries are opticians', 'Some opticians are not actuaries', 'Some actuaries are not opticians', 'No opticians are actuaries', 'No actuaries are opticians', 'NVC']","[0.1716099213808775, 0.3282702062278986, 48.2586532831192, 26.84866189956665, 31.457552313804626, 82.69635438919067, 0.15728838043287396, 0.11233659461140633, -1]"
129_1,Some porters are brewers and All porters are judges,"['All brewers are judges', 'All judges are brewers', 'Some brewers are judges', 'Some judges are brewers', 'Some brewers are not judges', 'Some judges are not brewers', 'No brewers are judges', 'No judges are brewers', 'NVC']","[74.62356686592102, 13.55435699224472, 21.393734216690063, 7.88513720035553, 1.1667221784591675, 2.8397923335433006, 0.06401421851478517, 0.07080356008373201, -1]"
129_2,All skaters are poets and All poets are miners,"['All skaters are miners', 'All miners are skaters', 'Some skaters are miners', 'Some miners are skaters', 'Some skaters are not miners', 'Some miners are not skaters', 'No skaters are miners', 'No miners are skaters', 'NVC']","[4.253174364566803, 2.7008887380361557, 0.3978075459599495, 0.9677927941083908, 1.3317218981683254, 3.0148185789585114, 0.10805726051330566, 0.1654628082178533, -1]"
129_3,No tutors are packers and All butchers are packers,"['All tutors are butchers', 'All butchers are tutors', 'Some tutors are butchers', 'Some butchers are tutors', 'Some tutors are not butchers', 'Some butchers are not tutors', 'No tutors are butchers', 'No butchers are tutors', 'NVC']","[7.874151319265366, 0.08940378902480006, 0.7723882794380188, 0.6805159151554108, 16.00419282913208, 13.64561915397644, 39.155930280685425, 72.34652638435364, -1]"
129_4,No counselors are joggers and No counselors are riders,"['All joggers are riders', 'All riders are joggers', 'Some joggers are riders', 'Some riders are joggers', 'Some joggers are not riders', 'Some riders are not joggers', 'No joggers are riders', 'No riders are joggers', 'NVC']","[0.29017296619713306, 0.42386017739772797, 9.76269394159317, 19.410766661167145, 55.53012490272522, 69.18864250183105, 99.38911199569702, 98.32947254180908, -1]"
129_5,Some dancers are boxers and All typists are boxers,"['All dancers are typists', 'All typists are dancers', 'Some dancers are typists', 'Some typists are dancers', 'Some dancers are not typists', 'Some typists are not dancers', 'No dancers are typists', 'No typists are dancers', 'NVC']","[0.2889537252485752, 0.040724631980992854, 0.39921775460243225, 0.6757606286555529, 81.15298748016357, 30.81142008304596, 8.751046657562256, 29.163721203804016, -1]"
129_6,Some drivers are hikers and No writers are hikers,"['All drivers are writers', 'All writers are drivers', 'Some drivers are writers', 'Some writers are drivers', 'Some drivers are not writers', 'Some writers are not drivers', 'No drivers are writers', 'No writers are drivers', 'NVC']","[0.14474617782980204, 1.4675330370664597, 0.10533038293942809, 0.9445413947105408, 96.0943341255188, 91.80604219436646, 94.49638724327087, 63.07903528213501, -1]"
129_7,No brokers are secretaries and Some secretaries are agents,"['All brokers are agents', 'All agents are brokers', 'Some brokers are agents', 'Some agents are brokers', 'Some brokers are not agents', 'Some agents are not brokers', 'No brokers are agents', 'No agents are brokers', 'NVC']","[0.28718914836645126, 3.4253817051649094, 60.590630769729614, 35.34797430038452, 13.396953046321869, 63.0312442779541, 10.681435465812683, 20.59268355369568, -1]"
129_8,Some plumbers are lifeguards and Some lifeguards are dentists,"['All plumbers are dentists', 'All dentists are plumbers', 'Some plumbers are dentists', 'Some dentists are plumbers', 'Some plumbers are not dentists', 'Some dentists are not plumbers', 'No plumbers are dentists', 'No dentists are plumbers', 'NVC']","[0.010058232146548107, 0.014815117174293846, 44.615331292152405, 8.989797532558441, 15.982280671596527, 58.053624629974365, 0.17842708621174097, 0.06689366418868303, -1]"
129_9,Some painters are cleaners and Some painters are auditors,"['All cleaners are auditors', 'All auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are not auditors', 'Some auditors are not cleaners', 'No cleaners are auditors', 'No auditors are cleaners', 'NVC']","[0.011676246504066512, 0.006807688623666763, 11.320776492357254, 38.73525857925415, 1.5159988775849342, 1.0297900065779686, 0.012951035751029849, 0.02745177480392158, -1]"
129_10,All investors are barbers and No investors are jugglers,"['All barbers are jugglers', 'All jugglers are barbers', 'Some barbers are jugglers', 'Some jugglers are barbers', 'Some barbers are not jugglers', 'Some jugglers are not barbers', 'No barbers are jugglers', 'No jugglers are barbers', 'NVC']","[0.8352523669600487, 0.319618359208107, 1.3741841539740562, 1.4481506310403347, 31.361201405525208, 17.373907566070557, 99.74617958068848, 99.73129630088806, -1]"
129_11,Some divers are not carpenters and No linguists are carpenters,"['All divers are linguists', 'All linguists are divers', 'Some divers are linguists', 'Some linguists are divers', 'Some divers are not linguists', 'Some linguists are not divers', 'No divers are linguists', 'No linguists are divers', 'NVC']","[0.4965019878000021, 10.272328555583954, 95.85510492324829, 98.94574284553528, 60.09957790374756, 34.1295063495636, 82.86692500114441, 17.951948940753937, -1]"
129_12,Some surfers are not artists and Some planners are surfers,"['All artists are planners', 'All planners are artists', 'Some artists are planners', 'Some planners are artists', 'Some artists are not planners', 'Some planners are not artists', 'No artists are planners', 'No planners are artists', 'NVC']","[0.018841747078113258, 0.0244046124862507, 0.7758971769362688, 0.4682136233896017, 30.478733777999878, 15.204113721847534, 0.4928933456540108, 1.125289872288704, -1]"
